Varunummer,Vivino_url,Vivino_betyg,Vivino_antal_recensioner,matched_date
7206101,https://www.vivino.com/sv/it-cantina-di-verona-lucia-de-maio-valpolicella-ripasso/w/13773671,3.9,252,
7100701,https://www.vivino.com/sv/chateau-tour-de-naujan-bordeaux-superieur/w/2007239,3.6,217,
7326801,https://www.vivino.com/sv/casa-nero-rosso-autentico/w/13779454,3.7,65,
7746801,https://www.vivino.com/sv/cerester-viva-valentina-blanc-de-blancs-organic/w/13724891,0.0,17,
7545401,https://www.vivino.com/sv/chateau-d-estoublon-roseblood-d-estoublon/w/8505439,4.0,3784,
7550001,https://www.vivino.com/sv/chateau-le-grand-moulin-bordeaux-bordeaux/w/12658647,3.7,208,
253001,https://www.vivino.com/sv/odfjell-vignadores-de-vigno-carignan/w/1751925,4.0,505,
743001,https://www.vivino.com/sv/jeanmaire-collection-brut-champagne/w/2097123,0.0,4,
2307201,https://www.vivino.com/sv/casalforte-corvina-veronese/w/1260262,3.6,5940,
471715,https://www.vivino.com/sv/don-primo-primitivo/w/11283720,3.5,239,
261401,https://www.vivino.com/sv/lab-rose/w/1954152,3.8,1892,
2030801,https://www.vivino.com/sv/lisa-1503-extra-dry/w/9293431,3.4,327,
253401,https://www.vivino.com/sv/moncaro-rosso-piceno-terre-cortesi/w/18078,2.9,196,
169406,https://www.vivino.com/sv/inycon-organic-chardonnay/w/4195486,3.5,764,
649801,https://www.vivino.com/sv/stoneleigh-riesling/w/23838,3.7,7422,
650801,https://www.vivino.com/sv/black-tower-pink-bubbly/w/1223979,3.5,1836,
774201,https://www.vivino.com/sv/pizzolato-rose/w/1629538,3.5,1109,
499301,https://www.vivino.com/sv/crudo-catarratto-zibibbo/w/4470850,3.9,23343,
458701,https://www.vivino.com/sv/franz-leth-duett/w/1230681,3.8,5463,
7309401,https://www.vivino.com/sv/fields-wine-co-stranger-zins-old-vines-zinfandel/w/8354288,3.6,1173,
626601,https://www.vivino.com/sv/ecologic-krav-berlina/w/1138737,3.6,1313,
7420801,https://www.vivino.com/sv/casteloro-amarone-della-valpolicella/w/7110089,4.0,6776,
258101,https://www.vivino.com/sv/franz-leth-selection-riesling/w/10882430,3.8,1598,
281415,https://www.vivino.com/sv/camp-sicily-sparkling-brut/w/11468134,3.1,198,
281435,https://www.vivino.com/sv/camp-sicily-sparkling-brut/w/11468134,3.1,198,
260301,https://www.vivino.com/sv/segredos-de-sao-miguel-organic-red/w/8205961,3.5,3095,
3245202,https://www.vivino.com/sv/raccolto-nero-davola-cabernet-sauvignon-ee686/w/2178098,0.0,11,
5026001,https://www.vivino.com/sv/hola-cava-brut/w/2358047,3.5,686,
563701,https://www.vivino.com/sv/laboure-roi-le-beaunois-chablis/w/1125280,3.7,6234,
464304,https://www.vivino.com/sv/jp-chenet-original-cabernet-syrah-vin-de-pays-doc-red-wine/w/84404,3.4,56495,
266201,https://www.vivino.com/sv/farina-toro-lagrima/w/7136762,3.9,2764,
626002,https://www.vivino.com/sv/braida-brachetto-d-acqui/w/15154,4.0,7596,
787902,https://www.vivino.com/sv/gancia-prosecco-brut-prosecco/w/8477864,3.6,1136,
278001,https://www.vivino.com/sv/el-coto-blanco/w/8617,3.5,20569,
1252001,https://www.vivino.com/sv/primavera-casal-mor-dao-reserva/w/1204089,3.3,3283,
5024701,https://www.vivino.com/sv/dominio-alto-crianza/w/1699963,3.6,1421,
266401,https://www.vivino.com/sv/quarisa-q-malbec/w/6883715,3.8,3249,
278601,https://www.vivino.com/sv/campo-viejo-crianza/w/76784,3.5,22982,
582401,https://www.vivino.com/sv/fifty-deg-degree-riesling-trocken/w/1178766,3.7,7018,
768401,https://www.vivino.com/sv/pata-negra-cava-brut-nature-reserva-vintage/w/2574100,3.2,310,
5246801,https://www.vivino.com/sv/dominio-alto-reserva/w/1720291,3.8,971,
229401,https://www.vivino.com/sv/dreissigacker-riesling-organic-dry-rheinhessen-white-wine/w/1410470,3.8,11170,
239001,https://www.vivino.com/sv/cantina-zaccagnini-il-vino-dal-tralcetto-montepulciano-d-abruzzo/w/1633194,3.9,107252,
629301,https://www.vivino.com/sv/overhex-moonlight-manor-chenin-blanc-sauvignon-blanc/w/7672754,3.6,519,
267002,https://www.vivino.com/sv/rene-barbier-vina-augusta-semidulce/w/1251457,3.5,2232,
560201,https://www.vivino.com/sv/tapiz-chardonnay/w/86140,3.5,1281,
7661001,https://www.vivino.com/sv/francois-martenot-ammonites-petit-chablis/w/4003879,3.7,1781,
238701,https://www.vivino.com/sv/menage-a-trois-cabernet-sauvignon/w/1376560,3.5,6978,
9222801,https://www.vivino.com/sv/val-delle-rose-poggio-al-leone-morellino-di-scansano-riserva/w/3566325,4.0,1815,
532801,https://www.vivino.com/sv/tenuta-sant-antonio-monti-garbi-ripasso-valpolicella-ripasso-red-wine-v-2wkhh/w/5477689,3.8,284,
668001,https://www.vivino.com/sv/cono-sur-bicicleta-reserva-gewurztraminer/w/6977641,3.7,16115,
2005235,https://www.vivino.com/sv/alto-molino-chardonnay-cafayate/w/5410003,3.4,276,
2010702,https://www.vivino.com/sv/chateau-tirecul-la-graviere-les-pins-monbazillac/w/1100398,3.9,1125,
7201001,https://www.vivino.com/sv/finca-almendral-reserva/w/12943545,3.6,37,
7788901,https://www.vivino.com/sv/p-lex-prosecco-brut-organic/w/1677885,3.5,4409,
754401,https://www.vivino.com/sv/pirie-brut/w/2132676,3.8,479,
259101,https://www.vivino.com/sv/children-of-the-revolution-pinot-noir/w/8837330,3.5,3305,
5304901,https://www.vivino.com/sv/famiglia-occello-la-scoperta-barbera-d-asti/w/10018861,3.5,836,
8110901,https://www.vivino.com/sv/gruber-roschitz-bergh-ludwig-riesling-klassik/w/8577750,3.8,1549,
7131201,https://www.vivino.com/sv/moselland-feldhaus-riesling/w/12603216,3.7,216,
9502501,https://www.vivino.com/sv/sybille-kuntz-riesling-trocken/w/1888760,4.0,3985,
9294534,https://www.vivino.com/sv/meinklang-knusprig-gruner-veltliner/w/12370500,0.0,24,
252901,https://www.vivino.com/sv/stoneleigh-wild-valley-sauvignon-blanc-marlborough/w/5017188,3.8,1420,
753601,https://www.vivino.com/sv/pol-roger-brut-vintage-champagne/w/11781,4.3,27647,
796606,https://www.vivino.com/sv/baglietti-organic-prosecco-prosecco/w/11264402,3.6,949,
9325901,https://www.vivino.com/sv/luigi-bosca-de-sangre-malbec-lujan-de-cuyo/w/51934,4.1,59046,
1663201,https://www.vivino.com/sv/bonterra-chardonnay/w/650,3.7,15133,
229201,https://www.vivino.com/sv/fruitiere-vinicole-de-pupillin-chardonnay-cotes-du-jura/w/1952712,3.5,137,
2014001,https://www.vivino.com/sv/reyneke-vinehugger-red/w/6976870,3.4,268,
9614601,https://www.vivino.com/sv/laroche-chablis-premier-cru-les-montmains/w/2591110,4.1,1371,
287501,https://www.vivino.com/sv/richard-cremant-du-jura-brut-nature-blanc-de-blancs/w/12978819,3.6,765,
9589701,https://www.vivino.com/sv/heartland-wines-pty-ltd-director-s-cut-shiraz/w/2042,4.1,7754,
9520001,https://www.vivino.com/sv/brisas-del-este-blend-selection/w/7732992,3.5,377,
3247201,https://www.vivino.com/sv/ornellaia-le-volte-tuscany/w/1480684,4.0,106525,
9399801,https://www.vivino.com/sv/haurus-olaszrizling/w/13430456,3.6,122,
206605,https://www.vivino.com/sv/jacob-s-creek-organic-shiraz-cabernet/w/4298006,3.2,1166,
9516001,https://www.vivino.com/sv/medici-ermete-concerto-lambrusco-reggiano/w/1171631,3.8,10130,
7305901,https://www.vivino.com/sv/zengarello-barolo/w/7336493,3.8,5034,
7327901,https://www.vivino.com/sv/g-d-vajra-langhe-rosso/w/1100132,3.8,26572,
236301,https://www.vivino.com/sv/la-sogara-bardolino-chiaretto/w/5204124,3.7,1165,
2010201,https://www.vivino.com/sv/weingut-jurtschitsch-platin-riesling/w/20044,3.7,1908,
773101,https://www.vivino.com/sv/es-vilarnau-cava-organic-brut-nature/w/1275502,3.5,2728,
7245801,https://www.vivino.com/sv/cellier-des-dauphins-les-dauphins-organic-cotes-du-rhone-rouge/w/4898999,3.4,1230,
9388201,https://www.vivino.com/sv/adalia-balt-valpolicella-ripasso-superiore/w/1370718,3.8,1354,
252201,https://www.vivino.com/sv/au-logan-weemala-shiraz/w/1503100,3.6,491,
645701,https://www.vivino.com/sv/terrasse-des-chassis-crozes-hermitage/w/3307301,3.6,86,
657801,https://www.vivino.com/sv/district-7-pinot-noir/w/1433477,3.5,9559,
655101,https://www.vivino.com/sv/quara-malbec-single-vineyard/w/1150329,3.7,5531,
218001,https://www.vivino.com/sv/lynx-california-cabernet-sauvignon/w/12002676,3.9,1033,
9508901,https://www.vivino.com/sv/villa-maria-auckland-cellar-selection-chardonnay/w/23985,3.6,662,
2018301,https://www.vivino.com/sv/castello-di-ama-chianti-classico-vigneto-gran-selezione-san-lorenzo/w/2411943,4.2,16550,
9317201,https://www.vivino.com/sv/l-r-kox-schwebsange-kolteschberg-riesling/w/6331914,3.7,108,
9247001,https://www.vivino.com/sv/emilio-moro-malleolus/w/11604,4.3,49369,
8313601,https://www.vivino.com/sv/martin-anna-arndorfer-gruner-veltliner/w/1205862,3.9,2269,
583701,https://www.vivino.com/sv/domaine-roux-pere-et-fils-chardonnay-bourgogne-les-murelles/w/1291765,3.8,5667,
535206,https://www.vivino.com/sv/casalforte-valpolicella-ripasso/w/1157583,3.8,31105,
9537901,https://www.vivino.com/sv/mas-de-boislauzon-chateauneuf-du-pape/w/1101465,4.1,3183,
7171906,https://www.vivino.com/sv/mandrarossa-timperosse/w/1525768,3.7,4479,
295114,https://www.vivino.com/sv/pizzolato-so-easy-moscato-dolce-frizzante/w/1658531,3.8,188,
9579601,https://www.vivino.com/sv/fattoria-nittardi-ad-astra-maremma-toscana/w/74858,3.8,4505,
620301,https://www.vivino.com/sv/chateau-ste-michelle-cabernet-sauvignon/w/1110343,3.8,45842,
272401,https://www.vivino.com/sv/les-vignerons-de-tavel-les-lauzeraies-tavel-rose/w/42514,3.6,2728,
626501,https://www.vivino.com/sv/mora-rua-pinot-noir/w/12966153,0.0,1,
9041901,https://www.vivino.com/sv/roger-champault-cote-de-champtin-sancerre-blanc/w/1188782,4.0,974,
9517001,https://www.vivino.com/sv/valle-reale-srl-montepulciano-d-abruzzo/w/10481,3.8,5746,
9438714,https://www.vivino.com/sv/birichino-scylla/w/7012429,3.9,1246,
321001,https://www.vivino.com/sv/bodega-garzon-reserva-tannat/w/1236752,4.0,66361,
9299801,https://www.vivino.com/sv/niepoort-drink-me-nat-cool-branco/w/7418983,3.9,3841,
9221601,https://www.vivino.com/sv/cuvelier-los-andes-coleccion/w/24974,4.0,8557,
9570701,https://www.vivino.com/sv/tua-rita-perlato-del-bosco-toscana-vermentino/w/5910141,3.8,1460,
9318501,https://www.vivino.com/sv/stolpman-vineyards-llc-love-you-bunches-sangiovese/w/5312313,3.9,9183,
9004501,https://www.vivino.com/sv/campolargo-baga-castelao/w/10401355,4.0,203,
9417301,https://www.vivino.com/sv/terres-dorees-l-ancien-beaujolais/w/1294011,3.7,9400,
9205601,https://www.vivino.com/sv/taittinger-millesime-brut-champagne/w/1147885,4.3,11509,
9362101,https://www.vivino.com/sv/capraia-chianti-classico-riserva/w/1148286,3.9,2503,
9322801,https://www.vivino.com/sv/arnaldo-caprai-le-molacce-trebbiano-spoletino/w/12538692,3.8,184,
9055801,https://www.vivino.com/sv/vincent-joudart-special-club-brut-millesime-champagne/w/3845811,4.1,1077,
9318701,https://www.vivino.com/sv/susana-balbo-signature-barrel-fermented-torrontes/w/2976606,4.0,5883,
9226501,https://www.vivino.com/sv/saltram-mamre-brook-riesling/w/64134,3.7,136,
281301,https://www.vivino.com/sv/chateau-mont-redon-cotes-du-rhone-reserve-blanc/w/12488,3.7,907,
9217601,https://www.vivino.com/sv/chateau-de-meursault-savigny-les-beaune-blanc/w/1161902,4.1,3053,
9245101,https://www.vivino.com/sv/domaine-du-tartemain-vouvray-brut-vouvray/w/2926985,3.8,160,
9322301,https://www.vivino.com/sv/champagne-gaston-chiquet-blanc-de-blancs-brut-champagne-grand-cru-ay/w/97846,4.1,2365,
794101,https://www.vivino.com/sv/taittinger-demi-sec-champagne/w/1202940,4.1,3165,
9339501,https://www.vivino.com/sv/domaine-antonin-guyon-savigny-les-beaune-les-goudelettes/w/1640892,4.1,1744,
5981901,https://www.vivino.com/sv/malvira-5742-langhe-nebbiolo/w/1127177,3.8,2678,
9524615,https://www.vivino.com/sv/companion-wine-co-chill-red/w/13097397,0.0,19,
9260501,https://www.vivino.com/sv/colla-dardi-le-rose-bussia-barolo/w/1169280,4.1,3915,
200701,https://www.vivino.com/sv/courac-cotes-du-rhone-villages-laudun/w/1213369,3.6,3510,
8829101,https://www.vivino.com/sv/ruinart-blanc-de-blancs-brut-champagne/w/1857637,4.4,49843,
9009201,https://www.vivino.com/sv/mas-cal-demoura-terre-de-jonquieres-terrasses-du-larzac/w/5660178,4.0,1468,
9343201,https://www.vivino.com/sv/tenuta-san-giorgio-ugolforte-brunello-di-montalcino/w/1194277,4.2,7286,
9007001,https://www.vivino.com/sv/trouillet-pouilly-fuisse-1er-cru/w/11580763,4.2,46,
9063201,https://www.vivino.com/sv/lunae-liguria-ciliegiolo-liguria/w/7462090,3.8,897,
2012801,https://www.vivino.com/sv/casa-de-sarmento-branco-bruto/w/1956115,3.6,290,
9051401,https://www.vivino.com/sv/caparzo-brunello-di-montalcino/w/77491,4.2,32195,
9502201,https://www.vivino.com/sv/massimo-lentsch-etna-bianco/w/11624915,4.0,304,
9390001,https://www.vivino.com/sv/scarpa-verduno-pelaverga/w/9595113,4.0,917,
9354901,https://www.vivino.com/sv/ixsir-grande-reserve-rose-mount-lebanon-rose-wine-v/w/5565165,4.0,479,
9062001,https://www.vivino.com/sv/granville-oregon-basalt-pinot-noir/w/11132316,4.2,173,
9361301,https://www.vivino.com/sv/horst-sauer-escherndorfer-furstenberg-muller-thurgau/w/2057878,3.8,518,
9514001,https://www.vivino.com/sv/la-rioja-alta-vina-arana-gran-reserva-rioja/w/7311113,4.3,13218,
9210001,https://www.vivino.com/sv/oremus-mandolas-furmint/w/1632873,4.0,18859,
9462601,https://www.vivino.com/sv/bollinger-r-d-extra-brut-champagne-recemment-degorge/w/1164702,4.6,10598,
279901,https://www.vivino.com/sv/terlan-terlano-sauvignon-winkl/w/77671,4.2,25244,
9236101,https://www.vivino.com/sv/domaine-brusset-les-travers-rouge-cairanne/w/2620572,3.8,2134,
9253401,https://www.vivino.com/sv/clos-marie-l-olivette-pic-saint-loup/w/1187630,3.8,2511,
9305601,https://www.vivino.com/sv/chateau-ducru-beaucaillou-madame-de-beaucaillou-haut-medoc/w/8544406,3.8,1950,
2201301,https://www.vivino.com/sv/prunotto-barbaresco/w/61144,4.0,18817,
9022201,https://www.vivino.com/sv/chateau-carbonnieux-pessac-leognan-blanc-grand-cru-classe-de-graves/w/78014,4.1,26140,
9480601,https://www.vivino.com/sv/philipponnat-blanc-de-blancs-extra-brut-champagne/w/13306322,4.2,121,
9354501,https://www.vivino.com/sv/domaine-de-vernus-regnie/w/9125206,4.0,505,
9017801,https://www.vivino.com/sv/marcio-lopes-pequenos-rebentos-ancestral-loureiro-pet-nat/w/6700139,4.0,790,
9486901,https://www.vivino.com/sv/finca-montote-reserva/w/10333158,4.0,505,
9398701,https://www.vivino.com/sv/bertani-le-miniere-di-novare-valpolicella-classico/w/7659299,3.8,734,
9266801,https://www.vivino.com/sv/quinta-de-chocapalha-vinha-mae-rouge/w/1612824,4.0,2777,
9428101,https://www.vivino.com/sv/tyler-chardonnay/w/5077173,4.1,4699,
9216501,https://www.vivino.com/sv/pyramid-valley-vineyards-north-canterbury-sauvignon/w/10001776,4.0,330,
9222401,https://www.vivino.com/sv/tablas-creek-vineyard-syrah/w/5125,3.9,397,
9341601,https://www.vivino.com/sv/chateau-montrose-la-dame-de-montrose-saint-estephe/w/1179603,4.0,18675,
201201,https://www.vivino.com/sv/pont-de-brion-graves-blanc/w/1293233,3.8,791,
9010201,https://www.vivino.com/sv/domaine-william-fevre-chablis-grand-cru-bougros-cote-bouguerots/w/2300125,4.2,2231,
9268401,https://www.vivino.com/sv/es-aster-el-espino/w/11621841,4.2,774,
9211601,https://www.vivino.com/sv/ornellaia-bolgheri-superiore/w/22447,4.6,60153,
9334801,https://www.vivino.com/sv/robert-sinskey-vineyards-pov-point-of-view-red/w/1477379,4.3,6546,
9323701,https://www.vivino.com/sv/ciacci-piccolomini-d-aragona-rosso-di-montalcino/w/1138794,4.0,9175,
9128201,https://www.vivino.com/sv/chateau-mouton-rothschild-pauillac-premier-grand-cru-classe/w/1684223,4.6,92168,
9513106,https://www.vivino.com/sv/podere-il-carnasciale-il-caberlot-ris-vigna-vincaie/w/13589954,0.0,1,
7882301,https://www.vivino.com/sv/enjoy-wine-spirits-this-is-the-bitch-blanc-de-blancs-brut/w/13641003,3.4,345,
7974301,https://www.vivino.com/sv/famiglia-occello-la-scoperta-barolo-barolo/w/13648205,3.9,438,
2016001,https://www.vivino.com/sv/de-bortoli-db-family-selection-chardonnay/w/1248010,3.4,1047,
7624601,https://www.vivino.com/sv/casa-nero-barbera-piemonte-rosso/w/10072002,3.4,91,
7641301,https://www.vivino.com/sv/finca-almendral-gran-reserva/w/6431267,3.5,927,
7541201,https://www.vivino.com/sv/baglio-onuri-nerello-mascalese/w/10249413,3.9,925,
7947701,https://www.vivino.com/sv/casa-vinicola-luigi-cecchi-e-figli-rosso-di-montalcino/w/1390554,3.6,2030,
7325101,https://www.vivino.com/sv/san-silvestro-monferrato-nebbiolo/w/13189968,3.6,288,
209701,https://www.vivino.com/sv/black-island-the-dalmatian-dog-posip/w/8816107,3.8,1390,
222701,https://www.vivino.com/sv/domaine-fournier-pere-et-fils-pouilly-fume-les-deux-cailloux/w/1236531,3.9,3438,
7324102,https://www.vivino.com/sv/nicolas-brobergiere-cuvee-premiere-brut-champagne/w/9928050,3.8,3168,
7119201,https://www.vivino.com/sv/joseph-phelps-vineyards-cabernet-sauvignon/w/16578,4.4,35175,
2030901,https://www.vivino.com/sv/ramon-bilbao-rioja-rosado/w/1251649,3.7,8508,
561301,https://www.vivino.com/sv/laroche-l-chardonnay-reserve-organic/w/7084929,3.6,297,
277201,https://www.vivino.com/sv/leva-riesling-muller-thurgau-organic/w/6891389,3.6,876,
7356601,https://www.vivino.com/sv/gilloria-spumante-brut/w/5358392,3.3,1399,
7161001,https://www.vivino.com/sv/kwv-cuvee-rose-western-cape/w/6222926,3.5,860,
745402,https://www.vivino.com/sv/champagne-billecart-salmon-brut-reserve-champagne/w/15615,4.2,37379,
640301,https://www.vivino.com/sv/de-bortoli-db-family-selection-aromatic-gewurztraminer-riesling/w/1157738,3.7,3842,
699604,https://www.vivino.com/sv/familia-torres-coronas-tempranillo/w/1147949,3.5,27791,
7013101,https://www.vivino.com/sv/jean-claude-boisset-chardonnay-bourgogne-les-ursulines/w/1222150,3.8,6746,
5506201,https://www.vivino.com/sv/vinimundi-wines-il-barone-cava/w/10511526,3.4,598,
5524201,https://www.vivino.com/sv/heidsieck-co-monopole-edition-jonkoping-brut-champagne/w/10501923,4.0,1920,
741002,https://www.vivino.com/sv/dopff-au-moulin-cremant-d-alsace-cuvee-julien-brut/w/1174764,3.7,4251,
2019901,https://www.vivino.com/sv/jacob-s-creek-organic-shiraz-cabernet/w/4298006,3.2,1166,
279104,https://www.vivino.com/sv/crudo-organic-sparkling/w/12108106,3.3,62,
7101501,https://www.vivino.com/sv/pazzione-pernilla-wahlgren-riesling-rheinhessen-white-wine/w/13222136,3.5,174,
5000501,https://www.vivino.com/sv/yoko-organic-riesling/w/12639927,3.7,239,
266604,https://www.vivino.com/sv/cl-frontera-cabernet-sauvignon/w/1135072,3.2,33150,
7567201,https://www.vivino.com/sv/iron-maiden-darkest-red/w/12623815,3.9,2207,
211301,https://www.vivino.com/sv/mcmanis-family-vineyards-toasted-oak-red-california/w/13377676,3.8,383,
223301,https://www.vivino.com/sv/pech-latt-corbieres/w/1182707,3.6,10056,
273501,https://www.vivino.com/sv/j-m-gobillard-fils-cuvee-prestige-millesime-brut-rose-champagne/w/2087980,4.0,2976,
699601,https://www.vivino.com/sv/familia-torres-coronas-tempranillo/w/1147949,3.5,27791,
264501,https://www.vivino.com/sv/lomond-sauvignon-blanc/w/1591289,3.8,1673,
7274901,https://www.vivino.com/sv/pizzolato-pinot-grigio-spumante-organic/w/12748555,3.5,209,
796414,https://www.vivino.com/sv/kiviks-musteri-fontan-bubblande-extra-brut-rosevin/w/11888641,2.7,31,
240801,https://www.vivino.com/sv/hammeken-cellars-nanit-orange/w/11825494,3.5,1403,
723001,https://www.vivino.com/sv/schmitt-sohne-gmbh-weinkellerei-riesling-relax/w/14758,3.8,10820,
268602,https://www.vivino.com/sv/familia-torres-sangre-de-toro-organic-reserva/w/8834613,3.5,272,
657815,https://www.vivino.com/sv/district-7-pinot-noir/w/1433477,3.5,9559,
718501,https://www.vivino.com/sv/kourtaki-retsina-of-attica/w/1847572,3.0,4691,
7992501,https://www.vivino.com/sv/laroche-chablis-chablis/w/8305466,4.0,1635,
645002,https://www.vivino.com/sv/emiliana-novas-gran-reserva-cabernet-sauvignon-malbec-rapel-valley/w/5778154,3.4,899,
538301,https://www.vivino.com/sv/fr-patriarche-pere-fils-chablis-cuvee-leonce-bocquet/w/2210570,3.7,3221,
5028701,https://www.vivino.com/sv/champagne-gremillet-tradition-extra-brut-champagne/w/9908165,3.9,525,
115201,https://www.vivino.com/sv/couleurs-d-aquitaine-voyage-sauvignon-blanc-fume-bergerac/w/12059689,3.4,167,
558502,https://www.vivino.com/sv/la-chablisienne-petit-chablis-petit-chablis-white-wine-v-heccr/w/8025124,3.3,80,
7570701,https://www.vivino.com/sv/valpolicella-negrar-castelmare-amarone-della-valpolicella-classico/w/3919053,3.9,3783,
749601,https://www.vivino.com/sv/jacob-s-creek-organic-chardonnay/w/6851753,3.2,257,
796501,https://www.vivino.com/sv/onbrina-conegliano-valdobbiadene-prosecco-organico/w/13016794,3.7,357,
207702,https://www.vivino.com/sv/cupertinum-copertino-riserva/w/1137422,3.5,11699,
5111701,https://www.vivino.com/sv/globus-wine-of-moldova-pinot-noir-for-you-and-for-me/w/11560933,3.5,665,
238601,https://www.vivino.com/sv/masi-veneto-modello-masi-trevenezie-rosso/w/6494189,3.4,22283,
743002,https://www.vivino.com/sv/jeanmaire-champagne-cuvee-brut/w/1169418,3.6,4866,
278401,https://www.vivino.com/sv/raza-argentina-torrontes-pinot-grigio-organic/w/13269668,0.0,5,
7021501,https://www.vivino.com/sv/bolla-fratellispa-le-poiane-amarone-della-valpolicella-classico/w/2604055,4.2,9353,
275301,https://www.vivino.com/sv/miguel-torres-chile-andica-gran-reserva-cabernet-sauvignon/w/8803550,3.8,1670,
535201,https://www.vivino.com/sv/casalforte-valpolicella-ripasso/w/1157583,3.8,31105,
275701,https://www.vivino.com/sv/el-coto-ecologico-organic-crianza/w/10910056,3.7,725,
294201,https://www.vivino.com/sv/lungarotti-rubesco-rosso-di-torgiano/w/65204,3.6,13868,
256001,https://www.vivino.com/sv/jose-maria-da-fonseca-periquita-reserva/w/1666356,3.8,38756,
7238701,https://www.vivino.com/sv/lynx-california-black-label-petite-sirah/w/5587406,3.7,4702,
600101,https://www.vivino.com/sv/marques-de-riscal-verdejo/w/1716434,3.7,46855,
2010301,https://www.vivino.com/sv/les-vignerons-daghione-vermentinu-ile-de-beaute/w/12821824,3.4,28,
2280001,https://www.vivino.com/sv/paul-jaboulet-aine-parallele-45-cotes-du-rhone-rouge-bio/w/1838039,3.7,36145,
238014,https://www.vivino.com/sv/lubanzi-chenin-blanc/w/5576900,3.9,3311,
251601,https://www.vivino.com/sv/saint-clair-family-estate-vicar-s-choice-bright-light-vicar-s-choice-pinot-gris/w/1708375,3.7,374,
647001,https://www.vivino.com/sv/duseigneur-mas-louise-cotes-du-rhone/w/1182165,3.5,1269,
246001,https://www.vivino.com/sv/alamos-organic-malbec/w/5544873,3.7,3285,
233201,https://www.vivino.com/sv/landmann-alpensegler-pinot-noir-organic/w/13045449,3.3,289,
293901,https://www.vivino.com/sv/weingut-jurtschitsch-langenlois-riesling/w/4443104,3.8,2267,
7784601,https://www.vivino.com/sv/vina-santa-helena-varietal-cabernet-sauvignon/w/1489246,3.2,11323,
431801,https://www.vivino.com/sv/domane-wachau-riesling-selection/w/1665498,3.6,2184,
661101,https://www.vivino.com/sv/us-noble-sixhundredsixtyseven-pinot-noir/w/1192361,3.7,24609,
5666301,https://www.vivino.com/sv/ruida-domo-cava-brut-nature/w/12138051,3.4,604,
772101,https://www.vivino.com/sv/ferrari-organic-trento-brut/w/6694103,3.6,936,
268501,https://www.vivino.com/sv/senorio-de-los-llanos-valdepenas-reserva/w/1147941,3.3,5348,
5381201,https://www.vivino.com/sv/vinimundi-wines-cava-crazy-cat/w/11847474,3.1,329,
2016701,https://www.vivino.com/sv/deep-roots-riesling-trocken/w/1243650,3.7,4882,
2015601,https://www.vivino.com/sv/vina-bouchon-rustico-pais/w/12947943,3.5,84,
267801,https://www.vivino.com/sv/bodegas-faustino-i-gran-reserva/w/2061837,4.1,107062,
7974601,https://www.vivino.com/sv/quinta-do-popa-contos-da-terra-branco/w/5722735,3.6,366,
7599001,https://www.vivino.com/sv/black-stallion-north-coast-cabernet-sauvignon/w/12880470,4.1,1674,
2010915,https://www.vivino.com/sv/au-fowles-wine-ginger-prince-moscato/w/13117458,0.0,18,
274501,https://www.vivino.com/sv/mrglover-pinot-gris/w/5280753,3.8,381,
7260601,https://www.vivino.com/sv/il-capolavoro-bianco/w/7118524,3.1,615,
7006501,https://www.vivino.com/sv/enjoy-wine-spirits-this-is-the-idiot-creamy-oak-chardonnay/w/13382214,3.7,132,
5016801,https://www.vivino.com/sv/ecoltura-valpolicella-ripasso/w/12603178,3.7,414,
2011301,https://www.vivino.com/sv/u-mes-u-merlot-cabernet-sauvignon-ecologico/w/13010171,3.6,205,
161501,https://www.vivino.com/sv/porta-6-vinho-verde-branco/w/5871752,3.9,8250,
238901,https://www.vivino.com/sv/allan-scott-cecilia-brut-marlborough-cuvee/w/1850174,3.6,460,
2280301,https://www.vivino.com/sv/il-nostro-grecanico-sicily/w/2325894,3.1,864,
5989101,https://www.vivino.com/sv/fratelli-dezzani-srl-la-vecchia-via-barbera-piedmont-red-wine-v/w/11509646,3.8,3325,
9020115,https://www.vivino.com/sv/leva-val-des-roses-cabernet-shiraz-rose/w/1650424,3.3,1222,
5254201,https://www.vivino.com/sv/charles-mignon-bio-organic-brut-champagne/w/10223273,4.0,210,
1602201,https://www.vivino.com/sv/rawsons-retreat-chardonnay/w/2010,3.3,3138,
212401,https://www.vivino.com/sv/sandalwood-margaret-river-cabernet-sauvignon/w/13367579,3.9,399,
2900201,https://www.vivino.com/sv/allesverloren-shiraz/w/73610,3.7,10897,
5069901,https://www.vivino.com/sv/alvaroni-cava-organic-rose/w/11577152,3.3,62,
2009101,https://www.vivino.com/sv/wow-riesling/w/9467041,3.6,1606,
704601,https://www.vivino.com/sv/glen-ellen-chardonnay-reserve/w/2625702,3.3,1005,
600102,https://www.vivino.com/sv/marques-de-riscal-verdejo/w/1716434,3.7,46855,
7036101,https://www.vivino.com/sv/meinklang-naken-neusiedlersee/w/6125385,3.6,2545,
5909301,https://www.vivino.com/sv/happy-dog-cava-organic-brut/w/11543241,3.3,532,
243615,https://www.vivino.com/sv/dark-horse-rose/w/4263387,3.3,7500,
546501,https://www.vivino.com/sv/vickery-watervale-riesling/w/2736646,3.7,1102,
233901,https://www.vivino.com/sv/vini-zanasi-ca-vedole-lambrusco-di-sorbara/w/10261394,3.5,1479,
