Varunummer,Namn,Producent,Ursprung,Druvor,Status,Funnen_Vivino_url,Vivino_winery,Vivino_wine_name,Vivino_betyg,Vivino_antal_recensioner,Producer_check,Product_check,Country_ok,Grape_ok,Systembolaget_url
7261301,Wittmann 100 Hills Riesling Dry,Weingut Wittmann,Tyskland,,Matchad,https://www.vivino.com/sv/wittmann-rheinhessen-onehundred-hugel-riesling-trocken-100-hills-riesling-dry/w/1176347,Wittmann,100 Hügel Riesling Trocken (100 Hills Riesling Dry),3.7,4440,True,True,True,False,https://www.systembolaget.se/produkt/vin/-7261301/
5282301,Woodlands Margaret,Woodlands,Australien,,Matchad,https://www.vivino.com/sv/woodlands-margaret-red/w/1688004,Woodlands,Margaret Red,4.1,2423,True,True,True,False,https://www.systembolaget.se/produkt/vin/-5282301/
5112001,Carl Jan Vit Bordeaux,"Chateau de Cerons, SAS Xavier et Caroline Perromat Domaines",Frankrike,"Sémillon, Sauvignon blanc, Sauvignon gris",Matchad,https://www.vivino.com/sv/carl-jan-vit-bordeaux-graves-graves/w/1137432,Carl Jan,Vit Bordeaux Graves,3.3,41,True,True,True,True,https://www.systembolaget.se/produkt/vin/-5112001/
7761401,Domaine Thérèse Rose La Vignasse,Domaine Thérèse Rose,Frankrike,"Syrah, Grenache noir",Matchad,https://www.vivino.com/sv/domaine-therese-rose-la-vignasse/w/13155563,Domaine Thérèse Rose,La Vignasse,0.0,5,True,True,True,True,https://www.systembolaget.se/produkt/vin/-7761401/
7673601,Le Carignan Neffiès de Thérèse Rose,Domaine Thérèse Rose,Frankrike,Carignan,Ej matchad,,,,,,,,,,https://www.systembolaget.se/produkt/vin/-7673601/
7058901,Tierras de Cair Ribera del Duero,Dominio de Cair,Spanien,Tempranillo,Ej matchad,,,,,,,,,,https://www.systembolaget.se/produkt/vin/-7058901/
7737301,Petit Albet Brut,Albet i Noya,Spanien,,Matchad,https://www.vivino.com/sv/albet-i-noya-cava-petit-albet-brut/w/79873,Albet i Noya,Cava Petit Albet Brut,3.5,375,True,True,True,False,https://www.systembolaget.se/produkt/vin/-7737301/
8525801,Gustave Lorentz Pinot Gris Réserve,Gustave Lorentz,Frankrike,Pinot gris,Matchad,https://www.vivino.com/sv/gustave-lorentz-pinot-gris-alsace-reserve/w/15518,Gustave Lorentz,Pinot Gris Alsace Réserve,3.8,1807,True,True,True,True,https://www.systembolaget.se/produkt/vin/-8525801/
308301,Château la Tour de By,Château la Tour de By,Frankrike,"Cabernet sauvignon, Merlot, Petit verdot",Matchad,https://www.vivino.com/sv/chateau-la-tour-de-by-medoc/w/779475,Château La Tour de By,Médoc,3.8,19778,True,True,True,True,https://www.systembolaget.se/produkt/vin/-308301/
5838501,Pongrácz Blanc de Blancs Brut,Bergkelder/Distell,Sydafrika,Chardonnay,Matchad,https://www.vivino.com/sv/pongracz-blanc-de-blancs-western-cape/w/5996250,Pongrácz,Blanc de Blancs,3.8,499,True,True,True,True,https://www.systembolaget.se/produkt/vin/-5838501/
7632301,Baigorri Crianza Tempranillo,Baigorri,Spanien,,Matchad,https://www.vivino.com/sv/baigorri-crianza-tempranillo/w/1565592,Baigorri,Crianza  Tempranillo,3.9,15998,True,True,True,False,https://www.systembolaget.se/produkt/vin/-7632301/
3226001,Åhus Solaris XO.3,Åhus Vingård,Sverige,Solaris,Matchad,https://www.vivino.com/sv/ahus-vingard-ahus-solaris-xo/w/10465643,Åhus Vingård,Åhus Solaris XO,0.0,24,True,True,True,True,https://www.systembolaget.se/produkt/vin/-3226001/
9249101,Sébastien Brunet Le Naturel Vouvray Pet Nat,EARL Brunet Sébastien,Frankrike,Chenin blanc,Matchad,https://www.vivino.com/sv/sebastien-brunet-vouvray-le-naturel/w/1319414,Sebastien Brunet,Vouvray Le Naturel,3.8,1832,True,True,True,True,https://www.systembolaget.se/produkt/vin/-9249101/
7071701,Brunello di Montalcino La Gudiola,Azienda Agricola Cordella Maddalena,Italien,Sangiovese grosso,Matchad,https://www.vivino.com/sv/cordella-la-gudiola-brunello-di-montalcino/w/12788117,Cordella,La Gudiola Brunello di Montalcino,3.9,328,True,True,True,True,https://www.systembolaget.se/produkt/vin/-7071701/
8216401,Chianti Rufina Riserva Bucerchiale,Fattoria Selvapiana,Italien,,Matchad,https://www.vivino.com/sv/fattoria-selvapiana-chianti-rufina-vigneto-bucerchiale-riserva/w/16466,Selvapiana,Chianti Rufina Vigneto Bucerchiale Riserva,4.1,7435,True,True,True,False,https://www.systembolaget.se/produkt/vin/-8216401/
7737701,Ca' Montini Prosecco Extra Dry,Enoitalia,Italien,Glera,Matchad,https://www.vivino.com/sv/ca-montini-prosecco-organico-extra-dry/w/6208319,Cà Montini,Prosecco Organico Extra Dry,3.5,985,True,True,True,True,https://www.systembolaget.se/produkt/vin/-7737701/
7517201,Strömstadbubblet,Cava Fonpinet,Spanien,"Macabeo, Parellada, Xarel-lo",Ej matchad,,,,,,,,,,https://www.systembolaget.se/produkt/vin/-7517201/
774301,Freixenet Carta Nevada,Freixenet,Spanien,"Macabeo, Parellada, Xarel-lo",Matchad,https://www.vivino.com/sv/freixenet-cava-carta-nevada-brut/w/1141122,Freixenet,Cava Carta Nevada Brut,3.6,16413,True,True,True,True,https://www.systembolaget.se/produkt/vin/-774301/
9446001,Wittmann Höllenbrand Riesling Grosses Gewächs,Weingut Wittmann,Tyskland,,Ej matchad,,,,,,,,,,https://www.systembolaget.se/produkt/vin/-9446001/
7003915,Underwood Pinot Noir,Union Wine Company,USA,Pinot noir,Matchad,https://www.vivino.com/sv/underwood-pinot-noir/w/1147264,Underwood,Pinot Noir,3.5,13152,True,True,True,True,https://www.systembolaget.se/produkt/vin/-7003915/
9375901,L'orange Express Winemakers,Express Winemakers,Australien,"Riesling, Sémillon",Matchad,https://www.vivino.com/sv/express-winemakers-l-orange/w/6661479,Express Winemakers,L'Orange,3.6,991,True,True,True,True,https://www.systembolaget.se/produkt/vin/-9375901/
233601,Stoneleigh Lower Alcohol Sauvignon Blanc,Vinarchy,Nya Zeeland,"Sauvignon blanc, Sauvignon gris",Ej matchad,,,,,,,,,,https://www.systembolaget.se/produkt/vin/-233601/
9368401,Seven Springs Chardonnay,Evening Land Vineyards,USA,Chardonnay,Matchad,https://www.vivino.com/sv/evening-land-seven-springs-vineyard-chardonnay/w/3871310,Evening Land,Seven Springs Vineyard Chardonnay,4.1,2582,True,True,True,True,https://www.systembolaget.se/produkt/vin/-9368401/
7294001,Lay Riesling Purus Trocken,Rita & Rudolf Trossen,Tyskland,Riesling,Ej matchad,,,,,,,,,,https://www.systembolaget.se/produkt/vin/-7294001/
5901301,Gurrieri Pas Dosé Spumante,Azienda Agricola Battaglia Graziella,Italien,"Frappato, Nero d'avola",Matchad,https://www.vivino.com/sv/gurrieri-pas-dose/w/10777388,Gurrieri,Pas Dosè,4.0,56,True,True,True,True,https://www.systembolaget.se/produkt/vin/-5901301/
7244301,Trollhättanbubblet Cava Fonpinet,Cava Fonpinet,Spanien,"Macabeo, Parellada, Xarel-lo",Ej matchad,,,,,,,,,,https://www.systembolaget.se/produkt/vin/-7244301/
7592601,Vouvray La Levrière Moelleux,Bourillon Dorléans,Frankrike,,Matchad,https://www.vivino.com/sv/fr-domaine-bourillon-dorleans-la-levriere-vouvray-moelleux/w/1321433,Domaine Bourillon Dorléans,La Levrière Vouvray Moelleux,4.0,148,True,True,True,False,https://www.systembolaget.se/produkt/vin/-7592601/
5968201,Brokenwood Tallawanta Vineyard Semillon,Brokenwood Wines,Australien,,Matchad,https://www.vivino.com/sv/au-brokenwood-tallawanta-vineyard-semillon-f635d/w/6460115,Brokenwood,Tallawanta Vineyard Sémillon,3.8,161,True,True,True,False,https://www.systembolaget.se/produkt/vin/-5968201/
5693301,Barrique Pinot Noir,Aly Duhr et fils,Luxemburg,Pinot noir,Matchad,https://www.vivino.com/sv/madame-aly-duhr-fils-barrique-pinot-noir/w/1262081,Madame Aly Duhr & Fils,Barrique Pinot Noir,3.9,403,True,True,True,True,https://www.systembolaget.se/produkt/vin/-5693301/
9000801,Newton Johnson Albariño,Newton Johnson Vineyards,Sydafrika,Albariño,Matchad,https://www.vivino.com/sv/newton-johnson-albarino/w/4234242,Newton Johnson,Albariño,3.9,1164,True,True,True,True,https://www.systembolaget.se/produkt/vin/-9000801/
7097701,Millton Libiamo Field Blend,Millton Vineyard,Nya Zeeland,"Marsanne, Viognier, Muscat",Matchad,https://www.vivino.com/sv/millton-libiamo-field-blend/w/5185740,Millton,Libiamo Field Blend,3.8,192,True,True,True,True,https://www.systembolaget.se/produkt/vin/-7097701/
735102,Delamotte Brut,Delamotte,Frankrike,"Chardonnay, Pinot noir, Pinot meunier",Matchad,https://www.vivino.com/sv/salon-brut-champagne-grand-cru-le-mesnil-sur-oger/w/9237,Delamotte,Brut Champagne Grand Cru 'Le Mesnil-sur-Oger',3.9,14214,True,True,True,True,https://www.systembolaget.se/produkt/vin/-735102/
7465101,Champagne Michel Mailliard Michel Mailliard Mont Vergon,Champagne Michel Mailliard,Frankrike,Chardonnay,Matchad,https://www.vivino.com/sv/michel-mailliard-mont-vergon-brut-champagne/w/8321556,Michel Mailliard,Mont Vergon Brut Champagne,4.2,265,True,True,True,True,https://www.systembolaget.se/produkt/vin/-7465101/
7402901,Les Allées de Cantemerle Château Cantemerle,Chateau Cantemerle,Frankrike,,Matchad,https://www.vivino.com/sv/chateau-cantemerle-les-allees-de-cantemerle-haut-medoc/w/1127929,Château Cantemerle,Les Allées de Cantemerle Haut-Médoc,3.8,10638,True,True,True,False,https://www.systembolaget.se/produkt/vin/-7402901/
408701,Château Menota,Chateau Menota,Frankrike,,Matchad,https://www.vivino.com/sv/menota-sauternes-sauternes/w/1404582,Château Menota,Sauternes,4.0,208,True,True,True,False,https://www.systembolaget.se/produkt/vin/-408701/
534002,Victoria Riesling,WG Herxheim am Berg,Tyskland,Riesling,Matchad,https://www.vivino.com/sv/herxheim-am-berg-victoria-pfalz-riesling/w/2505151,Herxheim am Berg,Victoria Riesling,3.6,482,True,True,True,True,https://www.systembolaget.se/produkt/vin/-534002/
7545701,Penfolds Koonunga Hill Autumn Riesling,Penfolds,Australien,,Matchad,https://www.vivino.com/sv/penfolds-koonunga-hill-autumn-riesling/w/1162764,Penfolds,Koonunga Hill Autumn Riesling,3.7,5101,True,True,True,False,https://www.systembolaget.se/produkt/vin/-7545701/
7487101,Vivaldi Valpolicella ai Colli,Vivaldi Wines,Italien,,Matchad,https://www.vivino.com/sv/vivaldi-ai-colli-valpolicella-valpolicella-red-wine/w/6190771,Vivaldi,Ai Colli Valpolicella,3.5,1379,True,True,True,False,https://www.systembolaget.se/produkt/vin/-7487101/
7696801,Freixenet ICE Cuvée Especial,Commercial Groupo Freixenet,Spanien,,Matchad,https://www.vivino.com/sv/freixenet-ice-cuvee-especial/w/4303295,Freixenet,Ice Cuvée Especial,3.8,5375,True,True,True,False,https://www.systembolaget.se/produkt/vin/-7696801/
5777101,Fabien Duveau Saumur-Champigny Le Bourg Varrains,Fabien Duveau,Frankrike,,Matchad,https://www.vivino.com/sv/fabien-duveau-le-bourg-varrains-saumur-champigny/w/8322318,Fabien Duveau,Le Bourg Varrains Saumur Champigny,3.9,118,True,True,True,False,https://www.systembolaget.se/produkt/vin/-5777101/
7399301,Prosper Maufoux Hautes Côtes de Beaune Blanc,Prosper Maufoux,Frankrike,Chardonnay,Matchad,https://www.vivino.com/sv/prosper-maufoux-bourgogne-hautes-cotes-de-beaune-blanc/w/9053223,Prosper Maufoux,Bourgogne Hautes Côtes de Beaune Blanc,3.9,99,True,True,True,True,https://www.systembolaget.se/produkt/vin/-7399301/
9594801,Isole e Olena Chianti Classico,Isole e Olena,Italien,Sangiovese,Matchad,https://www.vivino.com/sv/isole-e-olena-chianti-classico/w/77460,Isole e Olena,Chianti Classico,4.0,23265,True,True,True,True,https://www.systembolaget.se/produkt/vin/-9594801/
9300501,Achaval-Ferrer Malbec,Achaval-Ferrer,Argentina,Malbec,Matchad,https://www.vivino.com/sv/achaval-ferrer-malbec/w/77560,Achaval-Ferrer,Malbec,4.0,45474,True,True,True,True,https://www.systembolaget.se/produkt/vin/-9300501/
7215201,Capitano Rosso Sangiovese,Iconic Wines,Italien,Sangiovese,Matchad,https://www.vivino.com/sv/capitano-sangiovese/w/8080782,Capitano,Sangiovese,3.3,290,True,True,True,True,https://www.systembolaget.se/produkt/vin/-7215201/
7240201,Norra Vångas bryggeri Sparkling Rosé,Lugugnana di Portogruaro,Italien,,Ej matchad,,,,,,,,,,https://www.systembolaget.se/produkt/vin/-7240201/
9222301,Alta Vista Estate Premium Torrontés,Bodegas Alta Vista,Argentina,Torrontés,Matchad,https://www.vivino.com/sv/alta-vista-estate-torrontes-premium/w/66014,Alta Vista,Estate Torrontes (Premium),3.8,4575,True,True,True,True,https://www.systembolaget.se/produkt/vin/-9222301/
225101,Morandé Estate Reserve Sauvignon Blanc,Viña Morande,Chile,Sauvignon blanc,Matchad,https://www.vivino.com/sv/morande-estate-reserve-sauvignon-blanc/w/6704003,Morandé,Estate Reserve Sauvignon Blanc,3.9,1558,True,True,True,True,https://www.systembolaget.se/produkt/vin/-225101/
7301201,Norra Vångas Bryggeri Sparkling Wine,Lugugnana di Portogruaro,Italien,Glera,Ej matchad,,,,,,,,,,https://www.systembolaget.se/produkt/vin/-7301201/
7484002,E. Guigal Côtes du Rhône,E Guigal,Frankrike,"Syrah, Grenache, Mourvèdre",Matchad,https://www.vivino.com/sv/e-guigal-cotes-du-rhone-rouge/w/7773,E. Guigal,Côtes-du-Rhône Rouge,3.7,96836,True,True,True,True,https://www.systembolaget.se/produkt/vin/-7484002/
7663301,Skövdebubblet Cava Fonpinet,Cava Fonpinet,Spanien,"Macabeo, Parellada, Xarel-lo",Ej matchad,,,,,,,,,,https://www.systembolaget.se/produkt/vin/-7663301/
9536001,Calice Donato D’Angelo di Ruppi Filomena,Azienda Agricola Donato D’Angelo di Ruppi Filomena,Italien,Aglianico,Ej matchad,,,,,,,,,,https://www.systembolaget.se/produkt/vin/-9536001/
7185402,M. Chapoutier Belleruche Rouge,M.Chapoutier,Frankrike,,Matchad,https://www.vivino.com/sv/m-chapoutier-belleruche-cotes-du-rhone-cotes-du-rhone/w/20671,M. Chapoutier,Belleruche Côtes-du-Rhône,3.7,39306,True,True,True,False,https://www.systembolaget.se/produkt/vin/-7185402/
732901,Launois Blanc de Blanc Grand Cru Maxime Millésime,Launois Père et Fils,Frankrike,,Matchad,https://www.vivino.com/sv/launois-pere-and-fils-maxime-millesime-champagne-grand-cru-le-mesnil-sur-oger/w/12396745,Launois,Maxime Millésime Champagne Grand Cru 'Le Mesnil-sur-Oger',4.2,124,True,True,True,False,https://www.systembolaget.se/produkt/vin/-732901/
7452901,Akenta Spumante Extra Dry Vermentino Santa Maria La Palma,Cantina Santa Maria La Palma,Italien,Vermentino,Matchad,https://www.vivino.com/sv/santa-maria-la-palma-akenta-extra-dry/w/2217529,Santa Maria La Palma,Akènta Extra Dry,3.9,1107,True,True,True,True,https://www.systembolaget.se/produkt/vin/-7452901/
9515901,Andillian Cabernet Franc,La Coste de los Andes,Argentina,Cabernet franc,Matchad,https://www.vivino.com/sv/la-coste-de-los-andes-andillian-cabernet-franc/w/7568629,La Coste de Los Andes,Andillian Cabernet Franc,3.7,1032,True,True,True,True,https://www.systembolaget.se/produkt/vin/-9515901/
9573801,Catena Paraje Altamira Malbec,Bodega Catena Zapata,Argentina,Malbec,Matchad,https://www.vivino.com/sv/catena-appellation-paraje-altamira-malbec/w/5074364,Catena,Appellation Paraje Altamira Malbec,4.0,10451,True,True,True,True,https://www.systembolaget.se/produkt/vin/-9573801/
9266501,Rabble Cabernet Sauvignon,Rabble,USA,"Cabernet sauvignon, Malbec, Merlot, Petit verdot, Cabernet franc",Matchad,https://www.vivino.com/sv/rabble-cabernet-sauvignon-mossfire-ranch/w/1982818,Rabble,Cabernet Sauvignon (Mossfire Ranch),3.9,7302,True,True,True,True,https://www.systembolaget.se/produkt/vin/-9266501/
9249401,Raúl Pérez Ultreia Saint Jacques,Bodegas Y Vinedos Raúl Pérez,Spanien,"Bastardo, Mencía, Garnacha tintorera",Matchad,https://www.vivino.com/sv/raul-perez-ultreia-saint-jacques-mencia/w/1808511,Raúl Pérez,Ultreia Saint Jacques Mencía,3.9,18223,True,True,True,True,https://www.systembolaget.se/produkt/vin/-9249401/
9244001,Moretta Wines Ceniciento,Ortúzar y Poblete produccion de vinos limitada,Chile,Cabernet sauvignon,Ej matchad,,,,,,,,,,https://www.systembolaget.se/produkt/vin/-9244001/
9265101,Saint-Joseph Vins de Vienne,Les Vins de Vienne,Frankrike,Syrah,Matchad,https://www.vivino.com/sv/les-vins-de-vienne-saint-joseph/w/1105931,Les Vins de Vienne - Cuilleron-Gaillard-Villard,Saint-Joseph,3.9,3435,True,True,True,False,https://www.systembolaget.se/produkt/vin/-9265101/
5479201,Petit Clergeot Chevry Blanc de Noir Nature Brut,Petit Clergeot,Frankrike,Pinot noir,Ej matchad,,,,,,,,,,https://www.systembolaget.se/produkt/vin/-5479201/
5807101,Karlstadbubblet,Pere Olivella Galimany,Spanien,,Ej matchad,,,,,,,,,,https://www.systembolaget.se/produkt/vin/-5807101/
661001,Schömehl Riesling trocken,Weingut Schömehl GbR,Tyskland,Riesling,Matchad,https://www.vivino.com/sv/schomehl-riesling-trocken/w/6684118,Schomehl,Riesling Trocken,3.6,339,True,True,True,True,https://www.systembolaget.se/produkt/vin/-661001/
7475501,Barefoot Merlot,Barefoot Cellars,USA,Merlot,Matchad,https://www.vivino.com/sv/barefoot-merlot/w/1133987,Barefoot,Merlot,3.5,31178,True,True,True,True,https://www.systembolaget.se/produkt/vin/-7475501/
5202601,Brachetto d'Acqui,Viotti,Italien,,Matchad,https://www.vivino.com/sv/viotti-cartos-brachetto-d-acqui/w/2906523,Viotti,Cartòs Brachetto d'Acqui,3.9,59,True,True,True,False,https://www.systembolaget.se/produkt/vin/-5202601/
9228301,Csókaszölö Bussay,Bussay Pince,Ungern,,Matchad,https://www.vivino.com/sv/bussay-csokaszolo/w/2671923,Bussay,Csókaszőlő,3.8,357,True,True,True,False,https://www.systembolaget.se/produkt/vin/-9228301/
9378201,Kadarka,Pálinkás Pince Ltd.,Ungern,"Kadarka, Kékfrankos",Matchad,https://www.vivino.com/sv/palinkas-pince-kadarka/w/6294646,Pálinkás Pince,Kadarka,3.5,178,True,True,True,True,https://www.systembolaget.se/produkt/vin/-9378201/
8828701,Heartland Cabernet Sauvignon,Heartland Wines,Australien,,Matchad,https://www.vivino.com/sv/heartland-wines-pty-ltd-cabernet-sauvignon/w/2043,Heartland,Cabernet Sauvignon,3.7,2225,True,True,True,False,https://www.systembolaget.se/produkt/vin/-8828701/
7539401,Mr. Riggs Wine Co. Montepulciano d'Adelaide,Mr. Riggs Wine Co,Australien,Montepulciano,Ej matchad,,,,,,,,,,https://www.systembolaget.se/produkt/vin/-7539401/
7601101,Fool on the Hill Grenache,Thistledown,Australien,,Matchad,https://www.vivino.com/sv/thistledown-fool-on-the-hill-grenache/w/10571165,Thistledown,Fool on the Hill Grenache,4.1,39,True,True,True,False,https://www.systembolaget.se/produkt/vin/-7601101/
9217701,Valmiñor Albariño,Adegas Valmiñor,Spanien,Albariño,Matchad,https://www.vivino.com/sv/adegas-valminor-albarino/w/1159083,Valmiñor,Albariño,3.8,5572,True,True,True,True,https://www.systembolaget.se/produkt/vin/-9217701/
265604,Wine Urban Park bianco Bianco biologico,Terre Cevico Soc. Coop. Agr.,Italien,,Ej matchad,,,,,,,,,,https://www.systembolaget.se/produkt/vin/-265604/
7089301,District 7 Chardonnay,Scheid Family Wines,USA,,Matchad,https://www.vivino.com/sv/district-7-chardonnay/w/2293158,District 7,Chardonnay,3.8,2450,True,True,True,False,https://www.systembolaget.se/produkt/vin/-7089301/
7076501,JP Chenet ICE Sparkling,Les Grands Chais de France,Frankrike,,Ej matchad,,,,,,,,,,https://www.systembolaget.se/produkt/vin/-7076501/
9206001,Rotari Brut Nature,Mezzacorona,Italien,Chardonnay,Matchad,https://www.vivino.com/sv/rotari-brut-nature/w/12333171,Rotari,Brut Nature,3.8,432,True,True,True,True,https://www.systembolaget.se/produkt/vin/-9206001/
7597601,Maison Maximiliano Cuvée No.86 Maxima,Taster Wine,Frankrike,"Grenache, Syrah",Matchad,https://www.vivino.com/sv/maison-maximiliano-cuvee-no-86-maxima/w/12960737,Maison Maximiliano,Cuvée No. 86 Maxima,3.4,41,True,True,True,True,https://www.systembolaget.se/produkt/vin/-7597601/
9218401,Riccitelli Semillon,Matias Riccitelli,Argentina,Sémillon,Matchad,https://www.vivino.com/sv/matias-riccitelli-semillon-old-vines/w/4676261,Matías Riccitelli,Sémillon Old Vines,4.1,1256,True,True,True,True,https://www.systembolaget.se/produkt/vin/-9218401/
7211401,Bodega Paniza Örebros röda,Bodega Paniza,Spanien,Cabernet sauvignon,Ej matchad,,,,,,,,,,https://www.systembolaget.se/produkt/vin/-7211401/
7277501,Viña Chocalan Vitrum Pinot Noir,Viña Chocalán,Chile,Pinot noir,Matchad,https://www.vivino.com/sv/chocalan-vitrum-pinot-noir-valle-de-san-antonio-red-wine/w/5842831,Viña Chocalán,Vitrum Pinot Noir,3.9,332,True,True,True,True,https://www.systembolaget.se/produkt/vin/-7277501/
7450101,ÖrebroBubblet,Pere Olivella Galimany,Spanien,,Ej matchad,,,,,,,,,,https://www.systembolaget.se/produkt/vin/-7450101/
2213906,Les Fumées Blanches Sauvignon Blanc,François Lurton,Frankrike,Sauvignon blanc,Matchad,https://www.vivino.com/sv/fr-francois-lurton-les-fumees-blanches-sauvignon-blanc-cotes-de-gascogne-cotes-de-gascogne/w/6312514,François Lurton,Les Fumées Blanches Sauvignon Blanc Côtes de Gascogne,3.8,1704,True,True,True,True,https://www.systembolaget.se/produkt/vin/-2213906/
9329501,Mazis-Chambertin Grand Cru Marchand-Tawse,Marchand-Tawse,Frankrike,,Matchad,https://www.vivino.com/sv/pascal-marchand-tawse-mazis-chambertin-grand-cru/w/2196857,Pascal Marchand-Tawse,Mazis-Chambertin Grand Cru,4.2,80,True,True,True,False,https://www.systembolaget.se/produkt/vin/-9329501/
9278301,Château Léoville Las Cases,Château Léoville-Las-Cases,Frankrike,,Matchad,https://www.vivino.com/sv/chateau-leoville-las-cases-saint-julien-grand-cru-classe/w/81848,Château Léoville Las Cases,Saint-Julien (Grand Cru Classé),4.4,35498,True,True,True,False,https://www.systembolaget.se/produkt/vin/-9278301/
7723101,Örebro Cava,Joan Raventos Rosell,Spanien,,Ej matchad,,,,,,,,,,https://www.systembolaget.se/produkt/vin/-7723101/
5226201,Domaine Houchart Côtes de Provence Rosé,Famille Quiot,Frankrike,,Matchad,https://www.vivino.com/sv/domaine-houchart-rose/w/1296309,Domaine Houchart,Rosé,3.9,5120,True,True,True,False,https://www.systembolaget.se/produkt/vin/-5226201/
9011201,Crozes-Hermitage Domaine des Lises,Domaine des Lises,Frankrike,,Matchad,https://www.vivino.com/sv/domaine-des-lises-maxime-graillot-crozes-hermitage/w/1525547,Domaine des Lises (Maxime Graillot),Crozes-Hermitage,4.0,3788,True,True,True,False,https://www.systembolaget.se/produkt/vin/-9011201/
7870001,Gumpoldskirchen Chardonnay,Weingut Familie Reinisch,Österrike,Chardonnay,Matchad,https://www.vivino.com/sv/johanneshof-reinisch-gumpoldskirchen-chardonnay/w/12713731,Johanneshof Reinisch,Gumpoldskirchen Chardonnay,3.9,40,False,True,True,True,https://www.systembolaget.se/produkt/vin/-7870001/
9000701,Taittinger Comtes de Champagne Rosé,Taittinger,Frankrike,"Pinot noir, Chardonnay",Matchad,https://www.vivino.com/sv/taittinger-comtes-de-champagne-rose/w/1416871,Taittinger,Comtes de Champagne Rosé,4.4,3881,True,True,True,True,https://www.systembolaget.se/produkt/vin/-9000701/
9497201,Ridge Lytton Estate Petite Sirah,Ridge Vineyards,USA,Petite sirah,Matchad,https://www.vivino.com/sv/ridge-vineyards-lytton-estate-petite-sirah/w/3711,Ridge Vineyards,Lytton Estate Petite Sirah,4.1,4998,True,True,True,True,https://www.systembolaget.se/produkt/vin/-9497201/
9497301,Weingut Tement Kalk & Kreide,Weingut Tement,Österrike,Sauvignon blanc,Ej matchad,,,,,,,,,,https://www.systembolaget.se/produkt/vin/-9497301/
9008801,Avondale La Luna,Avondale,Sydafrika,"Cabernet franc, Cabernet sauvignon, Malbec, Merlot, Petit verdot",Matchad,https://www.vivino.com/sv/avondale-la-luna/w/1223241,Avondale,La Luna,4.1,2787,True,True,True,True,https://www.systembolaget.se/produkt/vin/-9008801/
9408001,El Molar,Casa Castillo,Spanien,,Matchad,https://www.vivino.com/sv/casa-castillo-el-molar/w/3154893,Casa Castillo,El Molar,3.8,4326,True,True,True,False,https://www.systembolaget.se/produkt/vin/-9408001/
9472001,Fitapreta Branco de Talha,Fitapreta Vinhos,Portugal,,Matchad,https://www.vivino.com/sv/fitapreta-branco-de-talha-alentejano/w/2463066,Fitapreta,Branco de Talha,4.0,1065,True,True,True,False,https://www.systembolaget.se/produkt/vin/-9472001/
9234401,Dos Profetas Tinta Negra Dos Villões Fitapreta Vinhos,Fitapreta Vinhos,Portugal,,Ej matchad,,,,,,,,,,https://www.systembolaget.se/produkt/vin/-9234401/
9541701,Rabl Riesling Steinhaus Rote Erde,Weingut Rudolf Rabl,Österrike,Riesling,Matchad,https://www.vivino.com/sv/rabl-steinhaus-rote-erde-riesling-kamptal-reserve/w/4801796,Rabl,Steinhaus Rote Erde Riesling Kamptal Reserve,4.1,722,True,True,True,True,https://www.systembolaget.se/produkt/vin/-9541701/
9133001,Marcio Lopes Pequenos Rebentos Atlantico,Marcio Lopes,Portugal,,Matchad,https://www.vivino.com/sv/marcio-lopes-pequenos-rebentos-atlantico-tinto/w/6529048,Márcio Lopes,Pequenos Rebentos Atlantico Tinto,3.9,819,True,True,True,False,https://www.systembolaget.se/produkt/vin/-9133001/
9553801,Cuvée Sextant Orfée,Celliers d'Orfee,Frankrike,"Carignan, Syrah",Matchad,https://www.vivino.com/sv/les-celliers-dorfee-cuvee-sextant-corbieres/w/1454715,Les Celliers d'Orfèe,Cuvée Sextant Corbières,4.2,4347,True,True,True,True,https://www.systembolaget.se/produkt/vin/-9553801/
9533801,Königsbecher Pinot Noir GG,Weingut Heitlinger,Tyskland,Pinot noir,Matchad,https://www.vivino.com/sv/heitlinger-konigsbecher-pinot-noir-gg/w/1317749,Heitlinger,Königsbecher Pinot Noir GG,3.9,638,True,True,True,True,https://www.systembolaget.se/produkt/vin/-9533801/
9548401,Clos des Fous Locura 1,Clos des fous,Chile,Chardonnay,Matchad,https://www.vivino.com/sv/clos-des-fous-locura-1-chardonnay-terroir-de-los-andes/w/1665705,Clos des Fous,Locura 1 Chardonnay (Terroir de Los Andes),3.6,1325,True,True,True,True,https://www.systembolaget.se/produkt/vin/-9548401/
9548701,Birgit Eichinger Grüner Veltliner Ried Hasel,Weingut Birgit Eichinger,Österrike,Grüner veltliner,Matchad,https://www.vivino.com/sv/weingut-birgit-eichinger-ried-hasel-gruner-veltliner-kamptal/w/12966726,Birgit Eichinger,Ried Hasel Grüner Veltliner,3.8,83,True,True,True,True,https://www.systembolaget.se/produkt/vin/-9548701/
9485901,Dune The Empty Quarter,Dune Wine,Australien,,Matchad,https://www.vivino.com/sv/dune-wine-the-empty-quarter/w/6402790,Dune Wine,The Empty Quarter,3.8,367,True,True,True,False,https://www.systembolaget.se/produkt/vin/-9485901/
9511501,Mas Pagès André,Mas Pagés,Frankrike,"Grenache, Syrah",Matchad,https://www.vivino.com/sv/mas-pages-andre-rouge/w/7926836,Mas Pagès,André Rouge,4.0,758,True,True,True,True,https://www.systembolaget.se/produkt/vin/-9511501/
