Varunummer,Namn,Producent,Ursprung,Druvor,Status,Funnen_Vivino_url,Vivino_winery,Vivino_wine_name,Vivino_betyg,Vivino_antal_recensioner,Producer_check,Product_check,Country_ok,Grape_ok,Systembolaget_url
284901,This is the Idiot Pinot Noir Rosé,Weingut Karl Pfaffmann,Tyskland,Pinot noir,Ej matchad,,,,,,,,,,https://www.systembolaget.se/produkt/vin/-284901/
284201,Cecchi Organic Chianti Classico,Casa Vinicola Luigi Cecchi & Figli,Italien,"Cabernet sauvignon, Sangiovese",Ej matchad,,,,,,,,,,https://www.systembolaget.se/produkt/vin/-284201/
5580401,Tissot & Potel La Sixième Côte Pinot noir,MICHEL TISSOT,Frankrike,Pinot noir,Ej matchad,,,,,,,,,,https://www.systembolaget.se/produkt/vin/-5580401/
718501,Kourtaki Retsina of Attica,Kourtakis,Grekland,Savatiano,Matchad,https://www.vivino.com/sv/kourtaki-retsina-of-attica/w/1847572,Kourtaki,Retsina of Attica,3.0,4691,True,True,True,True,https://www.systembolaget.se/produkt/vin/-718501/
7992501,Laroche Chablis,Domaine Laroche,Frankrike,Chardonnay,Matchad,https://www.vivino.com/sv/laroche-chablis-chablis/w/8305466,Laroche,Chablis,4.0,1635,True,True,True,True,https://www.systembolaget.se/produkt/vin/-7992501/
645002,Novas Gran Reserva Cabernet Sauvignon Malbec,Viñedos Emiliana,Chile,"Cabernet sauvignon, Malbec",Matchad,https://www.vivino.com/sv/emiliana-novas-gran-reserva-cabernet-sauvignon-malbec-rapel-valley/w/5778154,Emiliana,Novas Gran Reserva Cabernet Sauvignon - Malbec,3.4,899,True,True,True,True,https://www.systembolaget.se/produkt/vin/-645002/
538301,Patriarche Chablis Cuvée Léonce Bocquet,Patriarche Père & Fils,Frankrike,Chardonnay,Matchad,https://www.vivino.com/sv/fr-patriarche-pere-fils-chablis-cuvee-leonce-bocquet/w/2210570,Patriarche Père & Fils,Chablis Cuvée Léonce Bocquet,3.7,3221,True,True,True,True,https://www.systembolaget.se/produkt/vin/-538301/
5028701,Gremillet Tradition Extra Brut,Champagne J-M Gremillet,Frankrike,"Chardonnay, Pinot noir",Matchad,https://www.vivino.com/sv/champagne-gremillet-tradition-extra-brut-champagne/w/9908165,Champagne Gremillet,Tradition Extra Brut Champagne,3.9,525,True,True,True,True,https://www.systembolaget.se/produkt/vin/-5028701/
115201,Voyage Blanc Sauvignon Blanc Fumé,Couleurs d'Aquitaine,Frankrike,Sauvignon blanc,Matchad,https://www.vivino.com/sv/couleurs-d-aquitaine-voyage-sauvignon-blanc-fume-bergerac/w/12059689,Couleurs d'Aquitaine,Voyage Sauvignon Blanc - Fumé,3.4,167,True,True,True,True,https://www.systembolaget.se/produkt/vin/-115201/
558502,Petit Chablis La Chablisienne,La Chablisienne,Frankrike,Chardonnay,Matchad,https://www.vivino.com/sv/la-chablisienne-petit-chablis-petit-chablis-white-wine-v-heccr/w/8025124,La Chablisienne,Petit Chablis,3.3,80,True,True,True,True,https://www.systembolaget.se/produkt/vin/-558502/
7570701,Castelmare Amarone della Valpolicella Classico,Cantina Valpolicella Negrar,Italien,,Matchad,https://www.vivino.com/sv/valpolicella-negrar-castelmare-amarone-della-valpolicella-classico/w/3919053,Cantina Valpolicella Negrar,Castelmare Amarone della Valpolicella Classico,3.9,3783,True,True,True,False,https://www.systembolaget.se/produkt/vin/-7570701/
749601,Jacob's Creek Organic Chardonnay,Vinarchy,Australien,Chardonnay,Matchad,https://www.vivino.com/sv/jacob-s-creek-organic-chardonnay/w/6851753,Jacob's Creek,Organic Chardonnay,3.2,257,True,True,True,True,https://www.systembolaget.se/produkt/vin/-749601/
250702,Portuga Reserva,Quinta do Conde,Portugal,Touriga naçional,Ej matchad,,,,,,,,,,https://www.systembolaget.se/produkt/vin/-250702/
796501,Onbrina Prosecco di Conegliano Valdobbiadene,The Wine People Srl,Italien,"Glera, Chardonnay",Matchad,https://www.vivino.com/sv/onbrina-conegliano-valdobbiadene-prosecco-organico/w/13016794,Onbrina,Conegliano Valdobbiadene Prosecco Organico,3.7,357,True,True,True,True,https://www.systembolaget.se/produkt/vin/-796501/
207702,Copertino Riserva,Cantina Sociale Copertino,Italien,Negroamaro,Matchad,https://www.vivino.com/sv/cupertinum-copertino-riserva/w/1137422,Cupertinum,Copertino Riserva,3.5,11699,False,True,True,True,https://www.systembolaget.se/produkt/vin/-207702/
5111701,Pinot Noir for you and for me,Globus Wine,Moldavien,Pinot noir,Matchad,https://www.vivino.com/sv/globus-wine-of-moldova-pinot-noir-for-you-and-for-me/w/11560933,Globus,Pinot Noir For You and For Me,3.5,665,True,True,True,True,https://www.systembolaget.se/produkt/vin/-5111701/
238601,Masi Modello Trevenezie,Masi,Italien,"Merlot, Raboso, Refosco",Matchad,https://www.vivino.com/sv/masi-veneto-modello-masi-trevenezie-rosso/w/6494189,Masi,Modello Masi Trevenezie Rosso,3.4,22283,True,True,True,True,https://www.systembolaget.se/produkt/vin/-238601/
743002,Jeanmaire Brut,Jeanmaire,Frankrike,"Pinot noir, Chardonnay, Pinot meunier",Matchad,https://www.vivino.com/sv/jeanmaire-champagne-cuvee-brut/w/1169418,Jeanmaire,Cuvée Brut Champagne,3.6,4866,True,True,True,True,https://www.systembolaget.se/produkt/vin/-743002/
278401,Raza Torrontés Pinot Grigio Organic,La Riojana Coop,Argentina,"Torrontés, Pinot gris",Matchad,https://www.vivino.com/sv/raza-argentina-torrontes-pinot-grigio-organic/w/13269668,Raza,Torrontés - Pinot Grigio Organic,0.0,5,True,True,True,True,https://www.systembolaget.se/produkt/vin/-278401/
7021501,Bolla Le Poiane Amarone,Bolla,Italien,"Corvina, Rondinella, Corvinone",Matchad,https://www.vivino.com/sv/bolla-fratellispa-le-poiane-amarone-della-valpolicella-classico/w/2604055,Bolla,Le Poiane Amarone della Valpolicella Classico,4.2,9353,True,True,True,True,https://www.systembolaget.se/produkt/vin/-7021501/
275301,Andica Cabernet Sauvignon,Miguel Torres,Chile,Cabernet sauvignon,Matchad,https://www.vivino.com/sv/miguel-torres-chile-andica-gran-reserva-cabernet-sauvignon/w/8803550,Miguel Torres Chile,Andica Gran Reserva Cabernet Sauvignon,3.8,1670,True,True,True,True,https://www.systembolaget.se/produkt/vin/-275301/
535201,Casalforte Ripasso,Collis Heritage S.p.A.,Italien,,Matchad,https://www.vivino.com/sv/casalforte-valpolicella-ripasso/w/1157583,Casalforte,Valpolicella Ripasso,3.8,31105,True,True,True,False,https://www.systembolaget.se/produkt/vin/-535201/
306534,Grand Sud Blanc,Les Grands Chais de France,Frankrike,"Colombard, Sauvignon blanc",Ej matchad,,,,,,,,,,https://www.systembolaget.se/produkt/vin/-306534/
275701,El Coto Crianza Organic,El Coto de Rioja,Spanien,Tempranillo,Matchad,https://www.vivino.com/sv/el-coto-ecologico-organic-crianza/w/10910056,El Coto,Ecológico Organic Crianza,3.7,725,True,True,True,True,https://www.systembolaget.se/produkt/vin/-275701/
294201,Rubesco Lungarotti,Lungarotti,Italien,"Colorino, Sangiovese",Matchad,https://www.vivino.com/sv/lungarotti-rubesco-rosso-di-torgiano/w/65204,Lungarotti,Rubesco Rosso di Torgiano,3.6,13868,True,True,True,True,https://www.systembolaget.se/produkt/vin/-294201/
256001,Periquita Reserva,José Maria da Fonseca,Portugal,"Castelão, Touriga naçional, Touriga francesa",Matchad,https://www.vivino.com/sv/jose-maria-da-fonseca-periquita-reserva/w/1666356,José Maria da Fonseca,Periquita Reserva,3.8,38756,True,True,True,True,https://www.systembolaget.se/produkt/vin/-256001/
7238701,Lynx Black Label Petite Sirah,House of Big Wines,USA,Petite sirah,Matchad,https://www.vivino.com/sv/lynx-california-black-label-petite-sirah/w/5587406,LYNX,Black Label Petite Sirah,3.7,4702,True,True,True,True,https://www.systembolaget.se/produkt/vin/-7238701/
7552101,Sparkling PH Style Brut Rosé by Lena Philipsson,Celler Perelada,Spanien,,Ej matchad,,,,,,,,,,https://www.systembolaget.se/produkt/vin/-7552101/
2315301,Weinwurm Gemischter Satz,Weingut Georg Weinwurm,Österrike,"Grüner veltliner, Pinot blanc, Welschriesling, Muskateller",Ej matchad,,,,,,,,,,https://www.systembolaget.se/produkt/vin/-2315301/
207101,Darling Carignan Red Blend,Iconic Wines,Chile,"Cabernet sauvignon, Carignan, Carmenère",Ej matchad,,,,,,,,,,https://www.systembolaget.se/produkt/vin/-207101/
740801,LXRY Sparkling,Quarisa Wines,Australien,"Glera, Riesling",Ej matchad,,,,,,,,,,https://www.systembolaget.se/produkt/vin/-740801/
7052601,Gabriel Meffre Côtes-du-Rhône Terra,Gabriel Meffre,Frankrike,"Cinsault, Grenache, Syrah",Ej matchad,,,,,,,,,,https://www.systembolaget.se/produkt/vin/-7052601/
751901,Bio Riesling,United Drinks Europe BV,Tyskland,Riesling,Ej matchad,,,,,,,,,,https://www.systembolaget.se/produkt/vin/-751901/
600101,Marqués de Riscal Organic,Marqués de Riscal,Spanien,Verdejo,Matchad,https://www.vivino.com/sv/marques-de-riscal-verdejo/w/1716434,Marqués de Riscal,Verdejo,3.7,46855,True,True,True,True,https://www.systembolaget.se/produkt/vin/-600101/
2010301,Les Vignerons d'Aghione Vermentinu,Les Vignerons d'Aghione,Frankrike,Vermentino,Matchad,https://www.vivino.com/sv/les-vignerons-daghione-vermentinu-ile-de-beaute/w/12821824,Les Vignerons d'Aghione,Vermentinu,3.4,28,True,True,True,True,https://www.systembolaget.se/produkt/vin/-2010301/
2280001,Paul Jaboulet Parallèle 45 Rouge,Paul Jaboulet Ainé,Frankrike,"Grenache, Syrah, Marselan, Carignan",Matchad,https://www.vivino.com/sv/paul-jaboulet-aine-parallele-45-cotes-du-rhone-rouge-bio/w/1838039,Paul Jaboulet Aîné,Parallèle 45 Côtes du Rhône Rouge Bio,3.7,36145,True,True,True,True,https://www.systembolaget.se/produkt/vin/-2280001/
238014,Lubanzi Chenin Blanc,Lubanzi Wines,Sydafrika,Chenin blanc,Matchad,https://www.vivino.com/sv/lubanzi-chenin-blanc/w/5576900,Lubanzi,Chenin Blanc,3.9,3311,True,True,True,True,https://www.systembolaget.se/produkt/vin/-238014/
251601,Saint Clair Vicar's Choice Pinot Gris Bright Light,Saint Clair Family Estate,Nya Zeeland,Pinot gris,Matchad,https://www.vivino.com/sv/saint-clair-family-estate-vicar-s-choice-bright-light-vicar-s-choice-pinot-gris/w/1708375,Saint Clair Family Estate,Vicar's Choice Bright Light Vicar's Choice Pinot Gris,3.7,374,True,True,True,True,https://www.systembolaget.se/produkt/vin/-251601/
647001,Mas Louise,Duseigneur,Frankrike,"Grenache, Syrah",Matchad,https://www.vivino.com/sv/duseigneur-mas-louise-cotes-du-rhone/w/1182165,Domaine Duseigneur,Mas Louise Côtes du Rhône,3.5,1269,True,True,True,True,https://www.systembolaget.se/produkt/vin/-647001/
246001,Alamos Organic Malbec,Alamos Wines (Bodegas Esmeralda S.A.),Argentina,Malbec,Matchad,https://www.vivino.com/sv/alamos-organic-malbec/w/5544873,Alamos,Organic Malbec,3.7,3285,True,True,True,True,https://www.systembolaget.se/produkt/vin/-246001/
233201,Weingut Landmann Alpensegler Pinot Noir Organic,Weingut Jürgen Landmann,Tyskland,Pinot noir,Matchad,https://www.vivino.com/sv/landmann-alpensegler-pinot-noir-organic/w/13045449,Landmann,Alpensegler Pinot Noir Organic,3.3,289,True,True,True,True,https://www.systembolaget.se/produkt/vin/-233201/
293901,Jurtschitsch Langenlois Riesling,Weingut Jurtschitsch,Österrike,Riesling,Matchad,https://www.vivino.com/sv/weingut-jurtschitsch-langenlois-riesling/w/4443104,Jurtschitsch,Langenlois Riesling,3.8,2267,True,True,True,True,https://www.systembolaget.se/produkt/vin/-293901/
757401,Cuvée No 7 Brut Blanc de Blancs,Almadén Winery,Brasilien,Chenin blanc,Ej matchad,,,,,,,,,,https://www.systembolaget.se/produkt/vin/-757401/
7784601,Santa Helena Cabernet Sauvignon,Viña San Pedro Tarapacá S.A.,Chile,Cabernet sauvignon,Matchad,https://www.vivino.com/sv/vina-santa-helena-varietal-cabernet-sauvignon/w/1489246,Viña Santa Helena,Varietal Cabernet Sauvignon,3.2,11323,True,True,True,True,https://www.systembolaget.se/produkt/vin/-7784601/
431801,Domäne Wachau Riesling Selection,Domäne Wachau,Österrike,Riesling,Matchad,https://www.vivino.com/sv/domane-wachau-riesling-selection/w/1665498,Domäne Wachau,Riesling Selection,3.6,2184,True,True,True,True,https://www.systembolaget.se/produkt/vin/-431801/
661101,Noble Vines 667 Pinot Noir,Noble Vines,USA,Pinot noir,Matchad,https://www.vivino.com/sv/us-noble-sixhundredsixtyseven-pinot-noir/w/1192361,Noble Vines,667 Pinot Noir,3.7,24609,True,True,True,True,https://www.systembolaget.se/produkt/vin/-661101/
5666301,Ruida Domo Cava Brut Nature,Enjoy Wine & Spirits,Spanien,"Macabeo, Parellada",Matchad,https://www.vivino.com/sv/ruida-domo-cava-brut-nature/w/12138051,Ruida Domo,Cava Brut Nature,3.4,604,True,True,True,True,https://www.systembolaget.se/produkt/vin/-5666301/
772101,Ferrari Brut Organic,Ferrari,Italien,Chardonnay,Matchad,https://www.vivino.com/sv/ferrari-organic-trento-brut/w/6694103,Ferrari,Organic Trento Brut,3.6,936,True,True,True,True,https://www.systembolaget.se/produkt/vin/-772101/
268501,Señorío de los Llanos Reserva,Bodegas Vinartis,Spanien,Tempranillo,Matchad,https://www.vivino.com/sv/senorio-de-los-llanos-valdepenas-reserva/w/1147941,Señorio de Los Llanos,Reserva,3.3,5348,True,True,True,True,https://www.systembolaget.se/produkt/vin/-268501/
5381201,Crazy Cat Cava,ViniMundi,Spanien,,Matchad,https://www.vivino.com/sv/vinimundi-wines-cava-crazy-cat/w/11847474,Vinimundi Wines,Cava Crazy Cat,3.1,329,True,True,True,False,https://www.systembolaget.se/produkt/vin/-5381201/
2016701,Deep Roots Riesling,3 Winner,Tyskland,Riesling,Matchad,https://www.vivino.com/sv/deep-roots-riesling-trocken/w/1243650,Deep Roots,Riesling Trocken,3.7,4882,True,True,True,True,https://www.systembolaget.se/produkt/vin/-2016701/
211001,Motif Red Hills Cabernet Sauvignon,Precision Wine Company,USA,Cabernet sauvignon,Ej matchad,,,,,,,,,,https://www.systembolaget.se/produkt/vin/-211001/
243401,Hope Chenin Blanc,Du Toitskloof Cellar,Sydafrika,Chenin blanc,Ej matchad,,,,,,,,,,https://www.systembolaget.se/produkt/vin/-243401/
2015601,Rústico País Viña Bouchon,Viña Bouchon,Chile,Pais,Matchad,https://www.vivino.com/sv/vina-bouchon-rustico-pais/w/12947943,Viña Bouchon,Rústico País,3.5,84,True,True,True,True,https://www.systembolaget.se/produkt/vin/-2015601/
267801,Faustino I Gran Reserva,Faustino Martínez,Spanien,Tempranillo,Matchad,https://www.vivino.com/sv/bodegas-faustino-i-gran-reserva/w/2061837,Bodegas Faustino,I Gran Reserva,4.1,107062,True,True,True,True,https://www.systembolaget.se/produkt/vin/-267801/
7974601,Pôpa Contos da Terra,Quinta do Popa,Portugal,,Matchad,https://www.vivino.com/sv/quinta-do-popa-contos-da-terra-branco/w/5722735,Quinta do Pôpa,Contos da Terra Branco,3.6,366,True,True,True,False,https://www.systembolaget.se/produkt/vin/-7974601/
7599001,Black Stallion North Coast Cabernet Sauvignon,Black Stallion Estate Winery,USA,Cabernet sauvignon,Matchad,https://www.vivino.com/sv/black-stallion-north-coast-cabernet-sauvignon/w/12880470,Black Stallion,North Coast Cabernet Sauvignon,4.1,1674,True,True,True,True,https://www.systembolaget.se/produkt/vin/-7599001/
2010915,Ginger Prince Moscato,Fowles Wine,Australien,"Muscat, Riesling, Vermentino, Sauvignon blanc, Arneis",Matchad,https://www.vivino.com/sv/au-fowles-wine-ginger-prince-moscato/w/13117458,Fowles Wine,Ginger Prince Moscato,0.0,18,True,True,True,True,https://www.systembolaget.se/produkt/vin/-2010915/
274501,Zephyr Pinot Gris,The Coterie,Nya Zeeland,Pinot gris,Matchad,https://www.vivino.com/sv/mrglover-pinot-gris/w/5280753,Zephyr,Pinot Gris,3.8,381,True,True,True,True,https://www.systembolaget.se/produkt/vin/-274501/
7260601,Il Capolavoro Bianco,Globus Wine,Italien,,Matchad,https://www.vivino.com/sv/il-capolavoro-bianco/w/7118524,Il Capolavoro,Bianco,3.1,615,True,True,True,False,https://www.systembolaget.se/produkt/vin/-7260601/
7006501,This is The Idiot Chardonnay,Enjoy Wine & Spirits,Italien,Chardonnay,Matchad,https://www.vivino.com/sv/enjoy-wine-spirits-this-is-the-idiot-creamy-oak-chardonnay/w/13382214,Enjoy Wine & Spirits,This Is The Idiot Creamy Oak Chardonnay,3.7,132,True,True,True,True,https://www.systembolaget.se/produkt/vin/-7006501/
5016801,Ecoltura Valpolicella Ripasso,Domaine Wines Sweden AB,Italien,,Matchad,https://www.vivino.com/sv/ecoltura-valpolicella-ripasso/w/12603178,Ecoltura,Valpolicella Ripasso,3.7,414,True,True,True,False,https://www.systembolaget.se/produkt/vin/-5016801/
7608401,Complicado de Miss Li Cava Rosé,Solera Sweden AB,Spanien,,Ej matchad,,,,,,,,,,https://www.systembolaget.se/produkt/vin/-7608401/
2011301,1+1=3 Merlot Cabernet Sauvignon Ecológico,1+1=3 U Mes U Fan Tres S.L.,Spanien,"Cabernet sauvignon, Merlot",Matchad,https://www.vivino.com/sv/u-mes-u-merlot-cabernet-sauvignon-ecologico/w/13010171,U MES U,Merlot - Cabernet Sauvignon Ecológico,3.6,205,,True,True,True,https://www.systembolaget.se/produkt/vin/-2011301/
161501,Porta 6 Vinho Verde,Vidigal wines,Portugal,"Loureiro, Trajadura, Arinto",Matchad,https://www.vivino.com/sv/porta-6-vinho-verde-branco/w/5871752,Porta 6,Vinho Verde Branco,3.9,8250,True,True,True,True,https://www.systembolaget.se/produkt/vin/-161501/
238901,Cecilia Brut,Allan Scott,Nya Zeeland,"Chardonnay, Pinot noir",Matchad,https://www.vivino.com/sv/allan-scott-cecilia-brut-marlborough-cuvee/w/1850174,Allan Scott,Cecilia Brut Marlborough Cuvée,3.6,460,True,True,True,True,https://www.systembolaget.se/produkt/vin/-238901/
2280301,il Nostro Grecanico,Nordic Sea Winery,Italien,,Matchad,https://www.vivino.com/sv/il-nostro-grecanico-sicily/w/2325894,Il Nostro,Grecanico,3.1,864,True,True,True,False,https://www.systembolaget.se/produkt/vin/-2280301/
5989101,La Vecchia Via Barbera,Dezzani,Italien,Barbera,Matchad,https://www.vivino.com/sv/fratelli-dezzani-srl-la-vecchia-via-barbera-piedmont-red-wine-v/w/11509646,Dezzani,La Vecchia Via Barbera,3.8,3325,True,True,True,True,https://www.systembolaget.se/produkt/vin/-5989101/
2238801,Krugscher Hof Pinot Noir,Weingut Krug'scher Hof,Tyskland,Pinot noir,Ej matchad,,,,,,,,,,https://www.systembolaget.se/produkt/vin/-2238801/
277501,Domaene Gobelsburg Kamptal Grüner Veltliner,Schloss Gobelsburg,Österrike,Grüner veltliner,Ej matchad,,,,,,,,,,https://www.systembolaget.se/produkt/vin/-277501/
200901,Semente Avesso Orange,AB Valley Wines,Portugal,Avesso,Ej matchad,,,,,,,,,,https://www.systembolaget.se/produkt/vin/-200901/
761001,Cava 1+1=3 Blanc de Noirs Brut Nature Reserva Organic,1+1=3 U Mes U Fan Tres S.L.,Spanien,Pinot noir,Ej matchad,,,,,,,,,,https://www.systembolaget.se/produkt/vin/-761001/
7201901,Piemonte Bianco Enzo Bartoli,MGM S.r.l.,Italien,,Ej matchad,,,,,,,,,,https://www.systembolaget.se/produkt/vin/-7201901/
9020115,Leva Cabernet Shiraz Rosé,Sortoizpitvane Sungurlare,Bulgarien,"Cabernet sauvignon, Syrah",Matchad,https://www.vivino.com/sv/leva-val-des-roses-cabernet-shiraz-rose/w/1650424,Leva,Val des Roses Cabernet - Shiraz Rosé,3.3,1222,True,True,True,True,https://www.systembolaget.se/produkt/vin/-9020115/
5254201,Charles Mignon Organic Brut,Champagne Charles Mignon,Frankrike,,Matchad,https://www.vivino.com/sv/charles-mignon-bio-organic-brut-champagne/w/10223273,Charles Mignon,Bio - Organic Brut Champagne,4.0,210,True,True,True,False,https://www.systembolaget.se/produkt/vin/-5254201/
1602201,Rawson's Retreat Chardonnay,Rawson's Retreat,Australien,Chardonnay,Matchad,https://www.vivino.com/sv/rawsons-retreat-chardonnay/w/2010,Rawson's Retreat,Chardonnay,3.3,3138,True,True,True,True,https://www.systembolaget.se/produkt/vin/-1602201/
212401,Sandalwood Margaret River Cabernet Sauvignon,Free Run Juice Australia,Australien,Cabernet sauvignon,Matchad,https://www.vivino.com/sv/sandalwood-margaret-river-cabernet-sauvignon/w/13367579,Sandalwood,Cabernet Sauvignon,3.9,399,True,True,True,True,https://www.systembolaget.se/produkt/vin/-212401/
2900201,Allesverloren Shiraz,Allesverloren Wine Estate,Sydafrika,Shiraz,Matchad,https://www.vivino.com/sv/allesverloren-shiraz/w/73610,Allesverloren,Shiraz,3.7,10897,True,True,True,False,https://www.systembolaget.se/produkt/vin/-2900201/
5069901,Alvaroni Cava Rosé,Fields Wine Company AB,Spanien,,Matchad,https://www.vivino.com/sv/alvaroni-cava-organic-rose/w/11577152,Alvaroni,Cava Organic Rosé,3.3,62,True,True,True,False,https://www.systembolaget.se/produkt/vin/-5069901/
2009101,WOW Riesling,Anora Group PLC,USA,"Riesling, Muscat canelli",Matchad,https://www.vivino.com/sv/wow-riesling/w/9467041,Wow,Riesling,3.6,1606,,True,True,True,https://www.systembolaget.se/produkt/vin/-2009101/
704601,Glen Ellen Chardonnay Reserve,Glen Ellen,USA,Chardonnay,Matchad,https://www.vivino.com/sv/glen-ellen-chardonnay-reserve/w/2625702,Glen Ellen,Chardonnay Reserve,3.3,1005,True,True,True,True,https://www.systembolaget.se/produkt/vin/-704601/
600102,Marqués de Riscal Organic,Marqués de Riscal,Spanien,Verdejo,Matchad,https://www.vivino.com/sv/marques-de-riscal-verdejo/w/1716434,Marqués de Riscal,Verdejo,3.7,46855,True,True,True,True,https://www.systembolaget.se/produkt/vin/-600102/
5945201,Cava PH Style Brut by Lena Philipsson,Castillo de Perelada,Spanien,"Macabeo, Parellada, Xarel-lo",Ej matchad,,,,,,,,,,https://www.systembolaget.se/produkt/vin/-5945201/
7036101,Meinklang Naken Grüner Veltliner,Meinklang,Österrike,Grüner veltliner,Matchad,https://www.vivino.com/sv/meinklang-naken-neusiedlersee/w/6125385,Meinklang,Naken,3.6,2545,True,True,True,True,https://www.systembolaget.se/produkt/vin/-7036101/
5909301,Happy Dog Cava,Happy Dog Wine,Spanien,"Macabeo, Chardonnay",Matchad,https://www.vivino.com/sv/happy-dog-cava-organic-brut/w/11543241,Happy Dog,Cava Organic Brut,3.3,532,True,True,True,True,https://www.systembolaget.se/produkt/vin/-5909301/
243615,Dark Horse Rosé,Dark Horse Wines,USA,,Matchad,https://www.vivino.com/sv/dark-horse-rose/w/4263387,Dark Horse,Rosé,3.3,7500,True,True,True,False,https://www.systembolaget.se/produkt/vin/-243615/
546501,Vickery Watervale Riesling,Vickery Wines,Australien,Riesling,Matchad,https://www.vivino.com/sv/vickery-watervale-riesling/w/2736646,Vickery,Watervale Riesling,3.7,1102,True,True,True,True,https://www.systembolaget.se/produkt/vin/-546501/
233901,Ca' Vedole Lambrusco di Sorbara,Zanasi Società Agricola S.S.,Italien,Lambrusco di sorbara,Matchad,https://www.vivino.com/sv/vini-zanasi-ca-vedole-lambrusco-di-sorbara/w/10261394,Vini Zanasi,Ca'Vedole Lambrusco di Sorbara,3.5,1479,True,True,True,True,https://www.systembolaget.se/produkt/vin/-233901/
561201,Stoneleigh Pinot Noir Rosé,Vinarchy,Nya Zeeland,Pinot noir,Matchad,https://www.vivino.com/sv/stoneleigh-pinot-noir-rose/w/23844,Stoneleigh,Pinot Noir Rosé,3.6,867,True,True,True,True,https://www.systembolaget.se/produkt/vin/-561201/
7618902,Bricco Quaglia Moscato d ásti,La Spinetta,Italien,,Matchad,https://www.vivino.com/sv/la-spinetta-bricco-quaglia-moscato-d-asti/w/15162,La Spinetta,Bricco Quaglia Moscato d'Asti,4.1,8891,True,True,True,False,https://www.systembolaget.se/produkt/vin/-7618902/
580201,Deep Roots Riesling,Drei Winner GmbH,Tyskland,Riesling,Matchad,https://www.vivino.com/sv/deep-roots-riesling-trocken/w/1243650,Deep Roots,Riesling Trocken,3.7,4882,True,True,True,True,https://www.systembolaget.se/produkt/vin/-580201/
114501,Riesling Feinherb Weingüt Wegeler,Weingüter Wegeler,Tyskland,Riesling,Ej matchad,,,,,,,,,,https://www.systembolaget.se/produkt/vin/-114501/
7512501,Silent Shade Zinfandel,Spring Wine & Spirits AB,USA,Zinfandel,Ej matchad,,,,,,,,,,https://www.systembolaget.se/produkt/vin/-7512501/
234501,Masi Costasera Amarone Classico,Masi,Italien,"Corvina, Rondinella, Molinara",Matchad,https://www.vivino.com/sv/masi-veneto-costasera-amarone-della-valpolicella-classico/w/21929,Masi,Costasera Amarone della Valpolicella Classico,4.3,114786,True,True,True,True,https://www.systembolaget.se/produkt/vin/-234501/
9501101,Old Vine Zinfandel Bogle Vineyards,Bogle Vineyards,USA,Zinfandel,Matchad,https://www.vivino.com/sv/bogle-old-vine-zinfandel/w/622,Bogle,Old Vine Zinfandel,3.8,35313,True,True,True,True,https://www.systembolaget.se/produkt/vin/-9501101/
202001,Zonnebloem Sauvignon Blanc,Zonnebloem Wines,Sydafrika,Sauvignon blanc,Matchad,https://www.vivino.com/sv/distell-sauvignon-blanc/w/23912,Zonnebloem,Sauvignon Blanc,3.4,3037,True,True,True,True,https://www.systembolaget.se/produkt/vin/-202001/
203101,Cricova 1952 Brut Alb,Cricova S.A,Moldavien,,Matchad,https://www.vivino.com/sv/cricova-nineteen-fiftytwo-brut-alb/w/12619836,Cricova,1952 Brut Alb,3.2,40,True,True,True,False,https://www.systembolaget.se/produkt/vin/-203101/
9284801,Maciòn Valpolicella Ripasso,La Collina dei Ciliegi,Italien,"Corvina, Corvinone, Rondinella",Matchad,https://www.vivino.com/sv/la-collina-dei-ciliegi-macion-valpolicella-ripasso-superiore/w/8216647,La Collina dei Ciliegi,Maciòn Valpolicella Ripasso Superiore,4.1,1131,True,True,True,True,https://www.systembolaget.se/produkt/vin/-9284801/
636001,Stoneleigh Latitude Chardonnay,Vinarchy,Nya Zeeland,Chardonnay,Matchad,https://www.vivino.com/sv/stoneleigh-chardonnay-latitude/w/3427775,Stoneleigh,Chardonnay Latitude,3.7,3625,True,True,True,True,https://www.systembolaget.se/produkt/vin/-636001/
9112801,Susucaru Rosato,Azienda Agricola Frank Cornelissen,Italien,,Matchad,https://www.vivino.com/sv/frank-cornelissen-susucaru-rosato/w/2493493,Frank Cornelissen,Susucaru Rosato,4.1,12561,True,True,True,False,https://www.systembolaget.se/produkt/vin/-9112801/
565701,Olivier Leflaive Bourgogne Les Sétilles,Olivier Leflaive,Frankrike,Chardonnay,Matchad,https://www.vivino.com/sv/olivier-leflaive-bourgogne-les-setilles/w/11009,Olivier Leflaive,Bourgogne 'Les Sétilles',4.0,21033,True,True,True,True,https://www.systembolaget.se/produkt/vin/-565701/
699801,Masi Bonacosta Valpolicella,Masi,Italien,"Corvina, Molinara, Rondinella",Matchad,https://www.vivino.com/sv/masi-veneto-bonacosta-valpolicella-classico/w/21975,Masi,Bonacosta Valpolicella Classico,3.6,30697,True,True,True,True,https://www.systembolaget.se/produkt/vin/-699801/
204101,Vins el Cep OT Xarel-lo,Vins el Cep,Spanien,Xarel-lo,Ej matchad,,,,,,,,,,https://www.systembolaget.se/produkt/vin/-204101/
