Varunummer,Namn,Producent,Pris,Volym,Forpackning,Kategori3,Ursprung,Druvor,Vivino_betyg,Vivino_antal_recensioner,Matchningssäkerhet,Matchningskälla,Vivino_url
202715,Les Frondeurs Madiran,Cave de Crouseilles,84.0,500 ml,Burk,Fruktigt & Smakrikt,Frankrike,"Cabernet franc, Tannat",3.6,448,,vertex-ai-search,https://www.vivino.com/sv/cave-de-crouseilles-les-frondeurs-madiran/w/9659832
233701,Montepulciano d'Abruzzo Umani Ronchi,Umani Ronchi,89.0,750 ml,Lättare glasflaska,Mjukt & Bärigt,Italien,Montepulciano,3.6,3095,0.91,vivino-sök,https://www.vivino.com/w/1207294
658801,KWV Rosé,KWV,99.0,750 ml,Lättare glasflaska,Friskt & Bärigt,Sydafrika,,3.6,562,,vertex-ai-search,https://www.vivino.com/sv/kwv-classic-collection-rose/w/1667106
218501,Château du Cléray Muscadet Sèvre et Maine sur Lie,Sauvion,99.0,750 ml,Glasflaska,Friskt & Fruktigt,Frankrike,Melon de bourgogne,3.6,1648,,vertex-ai-search,https://www.vivino.com/sv/cleray-haut-culture-sauvion-muscadet-sevre-et-maine-sur-lie/w/87779
9025101,Logan Weemala Pinot Noir,Logan Wines,159.0,750 ml,Glasflaska,Kryddigt & Mustigt,Australien,Pinot noir,3.6,6581,,vertex-ai-search,https://www.vivino.com/sv/au-logan-weemala-pinot-noir/w/83878
277301,Briccotondo Barbera,Fontanafredda,109.0,750 ml,Lättare glasflaska,Fruktigt & Smakrikt,Italien,Barbera,3.6,23079,,vertex-ai-search,https://www.vivino.com/sv/briccotondo-barbera/w/92460
2018101,Sander Prestige Cuvée Riesling Brut,Weingut Sander,179.0,750 ml,Glasflaska,Torrt vitt,Tyskland,Riesling,3.6,345,,vertex-ai-search,https://www.vivino.com/sv/sander-prestige-cuvee-riesling-brut/w/2160170
7509301,Meinklang Pinot Noir,Meinklang,129.0,750 ml,Glasflaska,Mjukt & Bärigt,Österrike,Pinot noir,3.6,7486,,vertex-ai-search,https://www.vivino.com/sv/meinklang-pinot-noir/w/19772
796135,Ginger Prince Rosé Bubbles,Fowles Wine,79.0,375 ml,Burk,Rosé,Australien,"Shiraz, Riesling, Chardonnay, Vermentino",,,,,
796902,Freixenet Cordon Negro Brut,Freixenet,69.0,375 ml,Glasflaska,Torrt vitt,Spanien,"Macabeo, Parellada, Xarel-lo",3.6,21439,0.83,vivino-sök,https://www.vivino.com/w/1135811
231301,The Stag Cabernet Sauvignon Feteasca Neagra,Averesti,89.0,750 ml,Lättare glasflaska,Fruktigt & Smakrikt,Rumänien,,3.6,85,,vertex-ai-search,https://www.vivino.com/sv/averesti-the-stag-dark-ridge-cabernet-sauvignon-feteasca-neagra/w/13681072
3241706,Villa Puccini,Castellani,189.0,1500 ml,Lättare glasflaska,Kryddigt & Mustigt,Italien,"Sangiovese, Merlot",3.6,13432,,vertex-ai-search,https://www.vivino.com/sv/villa-puccini-toscana/w/1153756
289901,Pinot Gris Premium Réserve,Bestheim,119.0,750 ml,Glasflaska,Druvigt & Blommigt,Frankrike,Pinot gris,3.6,434,1.0,vivino-sök,https://www.vivino.com/w/4919624
5580401,Tissot & Potel La Sixième Côte Pinot noir,MICHEL TISSOT,145.0,750 ml,Lättare glasflaska,Kryddigt & Mustigt,Frankrike,Pinot noir,,,,,
9240401,Bourgogne Aligoté Albus,Domaine Roux,199.0,750 ml,Glasflaska,Fylligt & Smakrikt,Frankrike,Aligoté,4.0,265,,websearch,https://www.vivino.com/sv/domaine-roux-pere-et-fils-albus-bourgogne-aligote/w/8776638
9296201,Celler del Roure Vermell,Celler del Roure,160.0,750 ml,Lättare glasflaska,Mjukt & Bärigt,Spanien,,3.6,4354,,vertex-ai-search,https://www.vivino.com/sv/celler-del-roure-vermell/w/2477371
7174706,Mulderbosch Cabernet Sauvignon Rosé,Mulderbosch Vineyards,215.0,1500 ml,Lättare glasflaska,Fruktigt & Smakrikt,Sydafrika,Cabernet sauvignon,3.6,143,0.9,vivino-sök,https://www.vivino.com/w/16494
222001,Saint Auriol Grand Blanc,Les Domaines Auriol,95.0,750 ml,Lättare glasflaska,Friskt & Fruktigt,Frankrike,"Viognier, Chardonnay, Rolle",3.6,655,,vertex-ai-search,https://www.vivino.com/sv/claude-vialade-grand-blanc-vin-de-pays-doc/w/10813900
2007801,Basalte du Coiron Syrah,Vignerons Ardèchois - UVICA,99.0,750 ml,Lättare glasflaska,Kryddigt & Mustigt,Frankrike,Syrah,3.6,1059,,vertex-ai-search,https://www.vivino.com/sv/vignerons-ardechois-basalte-du-coiron-syrah/w/8136066
1210501,Hubert Beck Grande Réserve Pinot Gris,Hubert Beck,119.0,750 ml,Glasflaska,Druvigt & Blommigt,Frankrike,Pinot gris,3.6,1731,,vertex-ai-search,https://www.vivino.com/sv/hubert-beck-grande-reserve-pinot-gris/w/8049350
7294901,Côtes-du-Rhône Reserve Rosé,Pellerin,99.0,750 ml,,Friskt & Bärigt,Frankrike,"Grenache, Syrah",3.6,182,0.9,vivino-sök,https://www.vivino.com/w/1177518
773701,Charles Wantz Crémant d'Alsace Carte Noir Brut,Charles Wantz,139.0,750 ml,Glasflaska,Torrt vitt,Frankrike,,,,,,
795901,Loxarel A Pèl rosé,Loxarel,145.0,750 ml,Glasflaska,Rosé,Spanien,"Pinot noir, Xarel-lo vermell",3.6,809,,vertex-ai-search,https://www.vivino.com/sv/loxarel-a-pel-classic-penedes-brut-nature-rose/w/10533251
288201,La Gascogne par Alain Brumont Sauvignon Blanc Gros Manseng,Alain Brumont,115.0,750 ml,Lättare glasflaska,Friskt & Fruktigt,Frankrike,"Gros manseng, Sauvignon blanc",3.6,2217,,vertex-ai-search,https://www.vivino.com/sv/alain-brumont-la-gascogne-gros-manseng-sauvignon-blanc/w/1218195
228101,Fat Bastard Syrah,The Fat Bastard Wine Company,99.0,750 ml,Lättare glasflaska,Fruktigt & Smakrikt,Frankrike,Syrah,,,,,
7159601,Raimonda Barbera d'Alba,Fontanafredda,119.0,750 ml,Glasflaska,Fruktigt & Smakrikt,Italien,Barbera,3.6,1793,1.0,vivino-sök,https://www.vivino.com/w/92444
252201,Logan Weemala Shiraz Logan Wines,Logan Wines,119.0,750 ml,Glasflaska,Fruktigt & Smakrikt,Australien,"Shiraz, Viognier",,,,,
274002,Amarone della Valpolicella Classico,Luigi Righetti,115.0,375 ml,Glasflaska,Kryddigt & Mustigt,Italien,,3.9,24311,,websearch,https://www.vivino.com/sv/luigi-righetti-amarone-della-valpolicella-classico/w/91760
248001,Hunter's Riesling,Hunter's Wines,119.0,750 ml,Glasflaska,Friskt & Fruktigt,Nya Zeeland,Riesling,3.6,2491,,vertex-ai-search,https://www.vivino.com/sv/hunters-4826-riesling/w/17076
7412801,Bollo Sangiovese,Poderi dal Nespoli,119.0,750 ml,Glasflaska,Kryddigt & Mustigt,Italien,Sangiovese,,,,,
267501,Saint Auriol Grand Blanc,Les Domaines Auriol,95.0,750 ml,Lättare glasflaska,Friskt & Fruktigt,Frankrike,"Viognier, Chardonnay, Rolle",3.6,655,,vertex-ai-search,https://www.vivino.com/sv/claude-vialade-grand-blanc-vin-de-pays-doc/w/10813900
471501,Moonlight Manor Cabernet Sauvignon,De Waal,99.0,750 ml,Lättare glasflaska,Fruktigt & Smakrikt,Sydafrika,Cabernet sauvignon,3.5,44,,vertex-ai-search,https://www.vivino.com/sv/de-waal-wines-moonlight-manor-cabernet-sauvignon-reserve/w/13948414
536801,Sander Riesling trocken,Weingut Sander,124.0,750 ml,Lättare glasflaska,Friskt & Fruktigt,Tyskland,Riesling,3.7,803,,websearch,https://www.vivino.com/sv/sander-flaschengarung-brut-riesling/w/2631593
215101,Xavier Vignon Côtes-du-Rhône Grenache Vieilles Vignes Organic,Xavier Vignon,127.0,750 ml,Lättare glasflaska,Kryddigt & Mustigt,Frankrike,Grenache,3.5,7044,,vertex-ai-search,https://www.vivino.com/sv/xavier-vignon-grenache-vieilles-vignes/w/1498244
219701,Ecologica La Pluma Rosé,Julià & Navinès,99.0,750 ml,Lättare glasflaska,Friskt & Bärigt,Spanien,"Tempranillo, Merlot, Cabernet sauvignon",3.6,1843,,websearch,https://www.vivino.com/sv/ecologic-la-pluma-rose-penedes/w/3336080
296201,Casillero del Diablo Cabernet Sauvignon,Concha y Toro,89.0,750 ml,Lättare glasflaska,,Chile,Cabernet sauvignon,3.5,183523,,vertex-ai-search,https://www.vivino.com/sv/casillero-del-diablo-cabernet-sauvignon-reserva-central-valley/w/1135067
500601,Dimension Chardonnay,Du Toitskloof Cellar,85.0,750 ml,,Friskt & Fruktigt,Sydafrika,Chardonnay,3.5,1425,,vertex-ai-search,https://www.vivino.com/sv/du-toitskloof-dimension-chardonnay/w/4263210
226701,Brochet Facile Sauvignon Blanc,Ampelidae,109.0,750 ml,Lättare glasflaska,Friskt & Fruktigt,Frankrike,Sauvignon blanc,3.5,3939,,vertex-ai-search,https://www.vivino.com/sv/ampelidae-brochet-facile-sauvignon-blanc/w/1226122
2013902,Cameleon Malbec,Domaine Bousquet,69.0,375 ml,,Fruktigt & Smakrikt,Argentina,Malbec,3.5,4703,,vertex-ai-search,https://www.vivino.com/sv/domaine-bousquet-gualtallary-cameleon-organic-malbec-valle-de-uco/w/3194468
1651001,Viña Maipo Cabernet Sauvignon,Viña Maipo SpA,69.0,750 ml,Lättare glasflaska,Fruktigt & Smakrikt,Chile,Cabernet sauvignon,3.2,15047,,websearch,https://www.vivino.com/sv/vina-maipo-cabernet-sauvignon/w/68094
787004,Prosecco Pizzolato Organic,La Cantina Pizzolato,49.0,200 ml,Lättare glasflaska,Torrt vitt,Italien,Glera,3.5,6036,,vertex-ai-search,https://www.vivino.com/sv/pizzolato-prosecco/w/1732977
296202,Casillero del Diablo Cabernet Sauvignon,Concha y Toro,54.0,375 ml,,Fruktigt & Smakrikt,Chile,Cabernet sauvignon,3.5,183523,,vertex-ai-search,https://www.vivino.com/sv/casillero-del-diablo-cabernet-sauvignon-reserva-central-valley/w/1135067
220901,Puy Chéri Syrah Rosé,Foncalieu,95.0,750 ml,,Friskt & Bärigt,Frankrike,Syrah,3.5,2330,,vertex-ai-search,https://www.vivino.com/sv/foncalieu-puy-cheri-syrah-rose-languedoc-roussillon/w/6475492
2213901,Les Fumées Blanches Sauvignon Blanc,François Lurton,107.0,750 ml,Lättare glasflaska,Friskt & Fruktigt,Frankrike,Sauvignon blanc,3.6,154,,websearch,https://www.vivino.com/sv/fr-francois-lurton-les-fumees-blanches-organic-sauvignon-blanc/w/9283124
2213801,Les Fumées Blanches Rosé,François Lurton,99.0,750 ml,Lättare glasflaska,,Frankrike,Sauvignon gris,3.5,261,1.0,vivino-sök,https://www.vivino.com/w/1138300
7741001,El Mar Cava Brut,ViniMundi,99.0,750 ml,,Torrt vitt,Spanien,,3.3,1937,,websearch,https://www.vivino.com/sv/el-mar-cava-cava-brut/w/8165929
5164101,Sofia y Sebastian Cava is Best Enjoyed with Friends Organic,ViniMundi,99.0,750 ml,Glasflaska,Torrt vitt,Spanien,,3.5,1674,,vertex-ai-search,https://www.vivino.com/sv/vinimundi-wines-sofia-y-sebastian-cava-is-best-enjoyed-with-friends/w/9738163
296204,Casillero del Diablo Cabernet Sauvignon,Concha y Toro,39.0,250 ml,Lättare glasflaska,Fruktigt & Smakrikt,Chile,Cabernet sauvignon,3.5,183523,,vertex-ai-search,https://www.vivino.com/sv/casillero-del-diablo-cabernet-sauvignon-reserva-central-valley/w/1135067
7354601,Massimo Rosso Organic,Iconic Wines,99.0,1000 ml,Lättare glasflaska,Kryddigt & Mustigt,Italien,,,,,,
2231001,Lambrusco Reggiano Dolce,Donelli,89.0,750 ml,Glasflaska,Sött,Italien,,3.5,127,,vertex-ai-search,https://www.vivino.com/sv/donelli-lambrusco-reggiano-rosso-dolce/w/1686033
207502,Casillero del Diablo Chardonnay,Concha y Toro,54.0,375 ml,Glasflaska,Fylligt & Smakrikt,Chile,Chardonnay,3.5,39785,,vertex-ai-search,https://www.vivino.com/sv/casillero-del-diablo-chardonnay-reserva/w/1135140
272801,BROT Cava Inicial Semi-Seco,B.R.O.T.,99.0,750 ml,Glasflaska,Halvtorrt vitt,Spanien,"Macabeo, Parellada, Xarel-lo",3.5,121,,vertex-ai-search,https://www.vivino.com/sv/b-r-o-t-cava-inicial-organic-semi-seco/w/13827313
207501,Casillero del Diablo Chardonnay,Concha y Toro,89.0,750 ml,Lättare glasflaska,Fylligt & Smakrikt,Chile,Chardonnay,3.5,39785,,vertex-ai-search,https://www.vivino.com/sv/casillero-del-diablo-chardonnay-reserva/w/1135140
7718501,Pizzolato Vino Spumante Blanc de Blancs Organic,La Cantina Pizzolato,89.0,750 ml,Lättare glasflaska,Torrt vitt,Italien,Glera,3.5,133,,vertex-ai-search,https://www.vivino.com/sv/pizzolato-spumante-blanc-de-blancs-organic/w/13353079
787001,Prosecco Pizzolato Organic,La Cantina Pizzolato,99.0,750 ml,Lättare glasflaska,Torrt vitt,Italien,Glera,3.5,6036,,vertex-ai-search,https://www.vivino.com/sv/pizzolato-prosecco/w/1732977
199601,Cecchi Toscana Sangiovese,Cecchi,95.0,750 ml,Lättare glasflaska,Mjukt & Bärigt,Italien,Sangiovese,3.5,16381,,vertex-ai-search,https://www.vivino.com/sv/casa-vinicola-luigi-cecchi-e-figli-sangiovese-di-toscana/w/12123
256501,Cigarra Reserva Shiraz Tinta Barroca,Casa Santos Lima,79.0,750 ml,Lättare glasflaska,Kryddigt & Mustigt,Portugal,"Shiraz, Tinta barroca",3.5,3770,,vertex-ai-search,https://www.vivino.com/sv/cigarra-shiraz-tinta-barroca/w/779711
699802,Masi Bonacosta Valpolicella,Masi,69.0,375 ml,Glasflaska,Mjukt & Bärigt,Italien,"Corvina, Molinara, Rondinella",3.5,3436,0.95,vivino-sök,https://www.vivino.com/w/21975
2012401,Juno Shiraz,Cape Wine Company,99.0,750 ml,Lättare glasflaska,Fruktigt & Smakrikt,Sydafrika,Shiraz,3.5,364,,vertex-ai-search,https://www.vivino.com/sv/juno-shiraz-mourvedre-viognier/w/5374272
274301,Petillant de Gabriel Brut,Vignobles Gabriel & CO,99.0,750 ml,Lättare glasflaska,Torrt vitt,Frankrike,"Colombard, Ugni blanc",3.5,901,,vertex-ai-search,https://www.vivino.com/sv/vignobles-gabriel-co-petillant-de-gabriel-blanc-de-blancs-brut-bordeaux/w/12818114
2229901,Domaine Lalande Réserve Merlot,Domaine Lalande,80.0,750 ml,Lättare glasflaska,Fruktigt & Smakrikt,Frankrike,Merlot,3.5,3053,,vertex-ai-search,https://www.vivino.com/sv/domaine-lalande-reserve-merlot/w/1183256
231001,Ruffino Chianti,Ruffino,99.0,750 ml,Glasflaska,Mjukt & Bärigt,Italien,Sangiovese,3.5,63242,,vertex-ai-search,https://www.vivino.com/sv/ruffino-chianti-1877/w/2186
245901,Torres Gran Viña Sol Chardonnay,Miguel Torres,92.0,750 ml,Lättare glasflaska,Friskt & Fruktigt,Spanien,"Chardonnay, Parellada",3.5,274,0.77,vivino-sök,https://www.vivino.com/w/2629
1601501,Saint Clair Origin Pinot Noir,Saint Clair Family Estate,119.0,750 ml,Lättare glasflaska,Kryddigt & Mustigt,Nya Zeeland,Pinot noir,3.5,222,0.87,vivino-sök,https://www.vivino.com/w/1718504
5392901,Revenge of The Little Pig Pinot Noir,Iconic Wines,99.0,750 ml,Lättare glasflaska,Mjukt & Bärigt,Tyskland,Pinot noir,3.5,1544,,vertex-ai-search,https://www.vivino.com/sv/iconic-wines-wine-of-sweden-revenge-of-the-little-pig-pinot-noir/w/10200682
226901,Kleine Zalze Cellar Selection Fairtrade Red Blend,Kleine Zalze,119.0,750 ml,Lättare glasflaska,Fruktigt & Smakrikt,Sydafrika,"Cabernet sauvignon, Sangiovese, Shiraz",,,,,
646301,Penfolds Koonunga Hill Chardonnay,Penfolds,109.0,750 ml,Lättare glasflaska,Fylligt & Smakrikt,Australien,Chardonnay,3.5,14852,,vertex-ai-search,https://www.vivino.com/sv/penfolds-koonunga-hill-chardonnay/w/1989
230801,Molí Rosso Di Majo Norante,Di Majo Norante,121.0,750 ml,Lättare glasflaska,Kryddigt & Mustigt,Italien,"Montepulciano, Aglianico",3.5,1220,,vertex-ai-search,https://www.vivino.com/sv/di-majo-norante-moli-rosso/w/1633971
756701,Rotari Brut Riserva,Mezzacorona,139.0,750 ml,Glasflaska,Torrt vitt,Italien,Chardonnay,3.5,2609,,vertex-ai-search,https://www.vivino.com/sv/rotari-riserva-brut/w/1942864
770101,Rotari Gran Rosé Brut,Mezzacorona,139.0,750 ml,Glasflaska,Rosé,Italien,"Chardonnay, Pinot noir",3.5,2527,,vertex-ai-search,https://www.vivino.com/sv/rotari-brut-rose/w/779940
537401,Coteaux Bourguignons Chardonnay,Vignerons de Buxy,129.0,750 ml,Lättare glasflaska,Fylligt & Smakrikt,Frankrike,Chardonnay,3.5,865,,vertex-ai-search,https://www.vivino.com/sv/vignerons-de-buxy-coteaux-bourguignons-buissonnier-chardonnay/w/1650823
500301,Beaujolais-Villages,Georges Duboeuf,129.0,750 ml,Glasflaska,Mjukt & Bärigt,Frankrike,Gamay,3.5,26601,,vertex-ai-search,https://www.vivino.com/sv/georges-duboeuf-beaujolais-villages/w/79407
746301,Chateau Musar,Chateau Musar,500.0,750 ml,,Kryddigt & Mustigt,Libanon,"Cabernet sauvignon, Carignan, Cinsault",3.5,61,0.76,vivino-sök,https://www.vivino.com/w/1439713
241006,Fontana Candida Frascati,Fontana Candida,169.0,1500 ml,Lättare glasflaska,Friskt & Fruktigt,Italien,"Trebbiano toscano, Malvasia di candia, Malvasia del Lazio",3.4,2479,,vertex-ai-search,https://www.vivino.com/sv/fontana-candida-frascati-superiore-secco/w/28654
756706,Rotari Brut Riserva,Mezzacorona,299.0,1500 ml,Glasflaska,Torrt vitt,Italien,"Chardonnay, Pinot noir",3.5,2609,,vertex-ai-search,https://www.vivino.com/sv/rotari-riserva-brut/w/1942864
590101,Ruppertsberger Nussbien Riesling Kabinett,Ruppertsberger Weinkeller Hoheburg eG,99.0,750 ml,Lättare glasflaska,Druvigt & Blommigt,Tyskland,Riesling,3.4,70,,vertex-ai-search,https://www.vivino.com/sv/ruppertsberger-kabinett-riesling/w/1397096
792702,Codorníu Ecológica Brut,Codorníu,69.0,375 ml,Glasflaska,Torrt vitt,Spanien,"Parellada, Xarel-lo",3.4,3308,,vertex-ai-search,https://www.vivino.com/sv/codorniu-ecologica-cava-brut/w/1925075
547501,Bourgogne Pinot Noir Labouré-Roi,Labouré-Roi,149.0,750 ml,Lättare glasflaska,Mjukt & Bärigt,Frankrike,Pinot noir,3.4,551,0.88,vivino-sök,https://www.vivino.com/w/1945883
7280901,Perfect day Bubbles Spumante Cuvée Extra Dry,Contemporary Wines AB,99.0,750 ml,Glasflaska,Torrt vitt,Italien,,3.4,2547,,vertex-ai-search,https://www.vivino.com/sv/perfect-day-vino-da-tavola-bubbles-spumante-cuvee-extra-dry/w/6284470
224901,Hacienda el Espino Garnacha Tintorera,Hacienda El Espino,89.0,750 ml,Lättare glasflaska,Kryddigt & Mustigt,Spanien,Garnacha tintorera,3.4,2089,,vertex-ai-search,https://www.vivino.com/sv/hacienda-el-espino-garnacha-tintorera-organic/w/8721094
207301,Org de Rac Shiraz Cabernet Sauvignon Merlot,Org de Rac,99.0,750 ml,Lättare glasflaska,Fruktigt & Smakrikt,Sydafrika,"Cabernet sauvignon, Merlot, Shiraz",,,,,
7843501,Montelciego Crianza,Bodegas Montelciego,99.0,750 ml,Lättare glasflaska,Kryddigt & Mustigt,Spanien,Tempranillo,3.4,7205,,vertex-ai-search,https://www.vivino.com/sv/montelciego-crianza-la-rioja/w/2661382
547502,Bourgogne Pinot Noir Labouré-Roi,Labouré-Roi,89.0,375 ml,Glasflaska,Mjukt & Bärigt,Frankrike,Pinot noir,3.4,551,0.88,vivino-sök,https://www.vivino.com/w/1945883
601701,Hope Shiraz Reserve,Iconic Wines,99.0,750 ml,Lättare glasflaska,Fruktigt & Smakrikt,Australien,Shiraz,3.4,2997,,vertex-ai-search,https://www.vivino.com/sv/hope-estate-reserve-shiraz/w/1417500
638401,Palazzo Mio Grillo,Nordic Sea Winery,79.0,750 ml,Lättare glasflaska,Friskt & Fruktigt,Italien,Grillo,3.4,1249,,vertex-ai-search,https://www.vivino.com/sv/palazzo-mio-mio-grillo-x0066/w/2491920
9364334,Naturalis Organic Rosé,Angove's,49.0,250 ml,Burk,Fruktigt & Smakrikt,Australien,Shiraz,3.4,71,,vertex-ai-search,https://www.vivino.com/sv/naturalis-south-australia-organic-rose/w/9264395
629201,Gardo & Morris Pinot Noir,Gardo Morris Wines,129.0,750 ml,Lättare glasflaska,Mjukt & Bärigt,Nya Zeeland,Pinot noir,3.4,6487,,vertex-ai-search,https://www.vivino.com/sv/gardo-morris-marlborough-pinot-noir/w/2466183
7238901,Castelgufo Chianti Riserva Organic,Castelgufo,119.0,750 ml,Lättare glasflaska,Kryddigt & Mustigt,Italien,"Colorino, Sangiovese",3.4,4940,,vertex-ai-search,https://www.vivino.com/sv/castelgufo-chianti-riserva/w/5494766
694201,Rawson's Retreat Shiraz Cabernet,Rawson's Retreat,89.0,750 ml,Lättare glasflaska,Fruktigt & Smakrikt,Australien,"Cabernet sauvignon, Shiraz",3.4,10867,,vertex-ai-search,https://www.vivino.com/sv/rawsons-retreat-shiraz-cabernet/w/2009
1644301,Wolf Blass Eaglehawk Chardonnay,Wolf Blass,75.0,750 ml,Lättare glasflaska,Fylligt & Smakrikt,Australien,Chardonnay,3.4,3700,,vertex-ai-search,https://www.vivino.com/sv/wolf-blass-eaglehawk-chardonnay/w/1130007
7535001,Charles de Fère Rosé Brut,Charles de Fère,95.0,750 ml,Glasflaska,Rosé,Frankrike,"Bobal, Cinsault, Grenache, Sciacarello, Tempranillo",3.4,1231,,vertex-ai-search,https://www.vivino.com/sv/charles-de-fere-brut-rose-cuvee-jean-louis/w/1668545
7127501,Federico Paternina Banda Azul Brut,United Wineries,109.0,750 ml,Glasflaska,Torrt vitt,Spanien,,3.4,6131,,vertex-ai-search,https://www.vivino.com/sv/federico-paternina-sa-cava-banda-azul-vintage-brut/w/6763556
234001,La Corte del Pozzo Bardolino,Fasoli Gino,115.0,750 ml,Lättare glasflaska,Mjukt & Bärigt,Italien,"Corvina, Rondinella, Corvinone",3.2,4763,,websearch,https://www.vivino.com/sv/fasoli-gino-la-corte-del-pozzo-bardolino/w/1165670
2267401,Viña Albali Reserva,Felix Solis,89.0,750 ml,Glasflaska,Kryddigt & Mustigt,Spanien,Tempranillo,3.4,32041,,vertex-ai-search,https://www.vivino.com/sv/felix-solis-vina-albali-reserva-valdepenas/w/1823360
216701,Terre de Mistral Reserve Côtes du Rhône Organic,Les Vignerons d'Estezargues,99.0,750 ml,Lättare glasflaska,Kryddigt & Mustigt,Frankrike,"Carignan, Grenache, Mourvèdre, Syrah",3.3,1855,,websearch,https://www.vivino.com/sv/estezargues-terre-de-mistral-reserve-cotes-du-rhone/w/2678172
213701,Perdeberg Pinotage,Perdeberg Cellar,97.0,750 ml,Lättare glasflaska,Fruktigt & Smakrikt,Sydafrika,Pinotage,3.3,1720,,vertex-ai-search,https://www.vivino.com/sv/perdeberg-perdeberg-fairtrade-pinotage/w/4195011
685101,Río Claro Sauvignon Blanc,Miguel Torres,82.0,750 ml,Lättare glasflaska,Friskt & Fruktigt,Chile,Sauvignon blanc,3.3,1263,,vertex-ai-search,https://www.vivino.com/sv/miguel-torres-chile-rio-claro-sauvignon-blanc/w/2687498
645602,Gardo & Morris Organic Pinot Noir,Gardo Morris Wines,86.0,375 ml,Glasflaska,Mjukt & Bärigt,Nya Zeeland,Pinot noir,3.3,135,,vertex-ai-search,https://www.vivino.com/sv/gardo-morris-waipara-pinot-noir/w/1858716
7062501,Buccia,Iconic Wines,109.0,750 ml,Lättare glasflaska,Fylligt & Smakrikt,Italien,Carricante,3.3,364,,vertex-ai-search,https://www.vivino.com/sv/iconic-wines-wine-of-sweden-buccia-carricante-arancio/w/12523669
471601,SEDA Bobal Syrah,Torre Oria,99.0,750 ml,Lättare glasflaska,Fruktigt & Smakrikt,Spanien,"Bobal, Syrah",,,,,
7278201,Piemonte Barbera,San Silvestro,129.0,750 ml,Lättare glasflaska,Fruktigt & Smakrikt,Italien,Barbera,3.6,13199,,websearch,https://www.vivino.com/sv/san-silvestro-ottone-i-barbera-piemonte/w/17063
5304901,La Scoperta Barbera d´Asti,Cantine Pirovano,105.0,1000 ml,Glasflaska,Fruktigt & Smakrikt,Italien,Barbera,,,,,
7525301,Pol Rémy Gala Brut,Pol Rémy,69.0,750 ml,Lättare glasflaska,,Frankrike,"Chardonnay, Folle blanche, Ugni blanc",3.2,99,,vertex-ai-search,https://www.vivino.com/sv/pol-remy-gala-brut/w/1533869
653901,Fair & Square Smart,La Riojana,79.0,1000 ml,,Druvigt & Blommigt,Argentina,,3.1,50,,vertex-ai-search,https://www.vivino.com/sv/la-riojana-fair-square-smart-organic-red/w/10835874
260934,GOSA Organic Rosé,Bodegas Juan Gil,45.0,250 ml,Burk,Friskt & Bärigt,Spanien,"Syrah, Tempranillo",3.1,389,,vertex-ai-search,https://www.vivino.com/sv/juan-gil-gosa-organic-monastrell/w/2557299
540802,Beaujolais Royal,Dufouleur Frères,75.0,375 ml,Glasflaska,Mjukt & Bärigt,Frankrike,Gamay,3.1,3557,,vertex-ai-search,https://www.vivino.com/sv/dufouleur-freres-royal-beaujolais/w/1186470
540801,Beaujolais Royal,Dufouleur Frères,119.0,750 ml,Lättare glasflaska,Mjukt & Bärigt,Frankrike,Gamay,3.1,3557,,vertex-ai-search,https://www.vivino.com/sv/dufouleur-freres-royal-beaujolais/w/1186470
764901,Chapel Hill Blanc de Blancs Chardonnay,Balatonboglár Winery,79.0,750 ml,Lättare glasflaska,Torrt vitt,Ungern,Chardonnay,3.1,243,,vertex-ai-search,https://www.vivino.com/sv/balatonboglar-winery-blanc-de-blancs-chardonnay-brut/w/11919236
242104,Dulban Garnacha,Castelo de Pedregosa,40.0,250 ml,Burk,Mjukt & Bärigt,Spanien,Garnacha,,,,,
242124,Dulban Garnacha,Castelo de Pedregosa,40.0,250 ml,Burk,Mjukt & Bärigt,Spanien,Garnacha,,,,,
229934,Vinette Chardonnay,Vinette,39.0,250 ml,Burk,Friskt & Fruktigt,Sydafrika,Chardonnay,2.8,126,,vertex-ai-search,https://www.vivino.com/sv/vinette-wines-chardonnay/w/8833903
229915,Vinette Chardonnay,Vinette,39.0,250 ml,Burk,Friskt & Fruktigt,Sydafrika,Chardonnay,2.8,126,,vertex-ai-search,https://www.vivino.com/sv/vinette-wines-chardonnay/w/8833903
261401,OVE Lisboa Rosé,Enjoy Wine & Spirits,89.0,750 ml,Lättare glasflaska,Friskt & Bärigt,Portugal,,,,,,
604501,Black Tower Fruity White,Reh Kendermann,75.0,750 ml,Lättare glasflaska,Druvigt & Blommigt,Tyskland,Rivaner,3.5,4852,,vertex-ai-search,https://www.vivino.com/sv/black-tower-fruity-white/w/1147489
546401,Sander Silvaner,Weingut Sander,109.0,750 ml,Lättare glasflaska,Friskt & Fruktigt,Tyskland,Silvaner,0.0,15,,vertex-ai-search,https://www.vivino.com/sv/weingut-sander-bechtheimer-hasensprung-silvaner-eiswein/w/7547206
464101,Cono Sur Pinot Noir Organic,Viña Cono Sur,99.0,750 ml,Lättare glasflaska,Kryddigt & Mustigt,Chile,Pinot noir,0.0,17,,vertex-ai-search,https://www.vivino.com/sv/cono-sur-organic-rose/w/13199255
