Varunummer,Namn,Producent,Pris,Volym,Forpackning,Kategori3,Ursprung,Druvor,AssortmentText,IsNewInAssortment,ProductLaunchDate,Argang,IsCompletelyOutOfStock,IsTemporaryOutOfStock,IsDiscontinued,IsSupplierTemporaryNotAvailable
7398001,Fidesser*Orbis Pet Nat Rosé,Weingut Fidesser,349.0,750 ml,Lättare glasflaska,Rosé,Österrike,"Blauer portugieser, Zweigelt",Ordervaror,False,2024-06-17,2022,False,False,False,False
7544501,François Chidaine Pétillant,François Chidaine,339.0,750 ml,Glasflaska,,Frankrike,Chenin blanc,Ordervaror,False,2024-06-17,2022,False,False,False,False
7530501,Agarena Organic Cava Brut,Bodegas Murviedro,163.0,750 ml,Glasflaska,,Spanien,"Macabeo, Chardonnay",Ordervaror,False,2024-07-08,,False,False,False,False
7334001,Sandrine Henriot PetNat Bubulle,Sandrine Henriot,299.0,750 ml,Lättare glasflaska,,Frankrike,Gamay,Ordervaror,False,2024-06-26,,False,False,False,False
747006,Loxarel A Pèl Classic Penedes Brut Nature Reserva,Loxarel,299.0,1500 ml,Glasflaska,,Spanien,"Xarel-lo, Macabeo, Chardonnay",Ordervaror,False,2024-08-26,2023,False,False,False,False
7134201,Lind & Bagge Prosecco,Domaine Wines Sweden AB,79.0,750 ml,Glasflaska,Torrt vitt,Italien,Glera,Ordervaror,False,2024-08-26,,False,False,False,False
7546401,Honor Cava Brut Seleccio,Celler Jan Vidal SL,179.0,750 ml,Glasflaska,Torrt vitt,Spanien,,Ordervaror,False,2024-09-24,,False,True,False,True
7706301,Masia Cava Gran Cuvée Brut,Barcelona Brands S.L,135.0,750 ml,Glasflaska,,Spanien,,Ordervaror,False,2024-11-18,,False,False,False,False
7906801,Kmetija Stekar  Mali Pet-Nat,Kmetija Stekar,270.0,750 ml,Lättare glasflaska,Rött,Slovenien,Merlot,Ordervaror,False,2025-11-12,2022,True,False,False,False
7893401,Codorniu Codorniu Kosher Cava Brut,Codorníu,129.0,750 ml,Glasflaska,,Spanien,,Ordervaror,False,2025-11-24,,False,False,False,False
7783401,Torelló Pàl-Lid Corpinnat Brut Reserva Rosé,Bodega Torelló Llopart SA,234.0,750 ml,Lättare glasflaska,Rosé,Spanien,,Ordervaror,False,2016-05-06,2020,False,False,False,False
7780601,Torelló Special Edition Corpinnat Reserva Brut,Bodega Torelló Llopart SA,234.0,750 ml,Lättare glasflaska,Torrt vitt,Spanien,,Ordervaror,False,2016-05-06,2018,False,False,False,False
752001,Crémant d'Alsace Chardonnay,Domaine Fernand Engel,199.0,750 ml,Glasflaska,Torrt vitt,Frankrike,Chardonnay,Ordervaror,False,2016-09-01,,False,False,False,False
7920801,Lanson Green Label Brut Organic,Lanson,599.0,750 ml,Glasflaska,Torrt vitt,Frankrike,,Ordervaror,False,2016-09-01,,False,False,False,False
7738601,Mas Comtal Brut Nature Reserva,Mas Comtal,200.0,750 ml,Lättare glasflaska,Torrt vitt,Spanien,Xarel-lo,Ordervaror,False,2016-08-15,2022,False,False,False,False
7247401,AT Roca Reserva,AT Roca,279.0,750 ml,Glasflaska,Torrt vitt,Spanien,,Ordervaror,False,2026-03-30,2022,False,False,False,False
7010601,AT Roca Rosat Reserva,AT Roca,315.0,750 ml,Glasflaska,Rosé,Spanien,,Ordervaror,False,2026-03-30,2022,False,False,False,False
7858401,Rimarts Brut Nature 24,RICARD M. DE SIMON SA (RIMARTS),279.0,750 ml,Glasflaska,Torrt vitt,Spanien,,Ordervaror,False,2026-03-30,2022,False,False,False,False
7307601,Methodé Rurale Rosé Brut,Motzenbäcker by Marie Menger-Krug,289.0,750 ml,Glasflaska,Rosé,Tyskland,,Ordervaror,False,2026-04-20,,False,False,False,False
7266001,Earl D'Heilly Huberdeau Crémant de Bourgogne Rosé,EARL D´Heilly Huberdeau,259.0,750 ml,Glasflaska,Rosé,Frankrike,,Ordervaror,False,2026-04-13,2024,False,False,False,False
7637101,Earl D'Heilly Huberdeau Crémant de Bourgogne Presige,EARL D´Heilly Huberdeau,309.0,750 ml,Glasflaska,Torrt vitt,Frankrike,"Pinot noir, Aligoté, Chardonnay",Ordervaror,False,2026-04-13,2022,False,False,False,False
7702501,Le Contesse Prosecco Treviso Organic Brut,Le Contesse,159.0,750 ml,Glasflaska,Torrt vitt,Italien,Glera,Ordervaror,False,2015-04-01,,False,False,False,False
7135401,Mufi,Keltis,210.0,750 ml,Lättare glasflaska,,Slovenien,,Ordervaror,False,2020-11-11,2022,False,True,False,True
7760401,"Lissner Crémant, Brut Nature Tradition",Maison Lissner,349.0,750 ml,Glasflaska,Torrt vitt,Frankrike,,Ordervaror,False,2024-11-20,2018,False,False,False,False
7307006,Haggan Pet Nat,Xavier Weisskopf,489.0,1500 ml,Glasflaska,Torrt vitt,Frankrike,Chenin blanc,Ordervaror,False,2024-12-02,2019,False,False,False,False
7196101,Lissner Cremant Brut Nature Blanc de Noir,Maison Lissner,379.0,750 ml,Glasflaska,Torrt vitt,Frankrike,Pinot noir,Ordervaror,False,2024-11-20,2018,False,False,False,False
7117201,Gardo & Morris Extra Brut Blanc de Blanc,Gardo Morris Wines,199.0,750 ml,Lättare glasflaska,Torrt vitt,Nya Zeeland,,Ordervaror,False,2024-11-11,,False,False,False,False
7192701,Bella Mistala Cava Organic Brut,Cavas Marevia,120.0,750 ml,Glasflaska,,Spanien,,Ordervaror,False,2024-11-25,,False,False,False,False
7468901,Les Bouquets Millesime Grand Cru,Hugues Godmé,822.0,750 ml,Glasflaska,Torrt vitt,Frankrike,,Ordervaror,False,2024-12-04,2013,False,False,False,False
7576701,Les Terres d´Unions Extra Brut Premier Cru,Hugues Godmé,601.0,750 ml,Glasflaska,Torrt vitt,Frankrike,,Ordervaror,False,2024-12-04,,False,False,False,False
7717001,Lindenlaub Crémant d'Alsace Brut,Lindenlaub,269.0,750 ml,Glasflaska,Torrt vitt,Frankrike,"Auxerrois, Pinot blanc, Pinot gris",Ordervaror,False,2019-07-22,,False,False,False,False
9705501,Torelló Tradicional Corpinnat Brut Nature,Bodega Torelló Llopart SA,249.0,750 ml,Glasflaska,Torrt vitt,Spanien,"Xarel-lo, Macabeo, Parellada",Ordervaror,False,2024-05-24,2017,False,False,False,False
7727601,Dignitat Cava Organic Rosé Brut,Josep Masachs,129.0,750 ml,Glasflaska,Rosé,Spanien,"Grenache, Monastrell, Trepat",Ordervaror,False,2019-09-23,2019,False,False,False,False
7677001,Soligo Solicum Prosecco,Cantina Colli del Soligo,132.0,750 ml,Glasflaska,Torrt vitt,Italien,,Ordervaror,False,2020-04-06,,False,False,False,False
7641801,Guldkula Green Vintage Extra Brut,Maison Burtin,499.0,750 ml,Glasflaska,Torrt vitt,Frankrike,"Pinot noir, Pinot meunier, Chardonnay",Ordervaror,False,2020-04-15,2015,False,False,False,False
7992801,Domaine Saint-Rémy Crémant D´Alsace Cuvée Prestige Brut,Domaine Saint-Remy,219.0,750 ml,Glasflaska,Torrt vitt,Frankrike,,Ordervaror,False,2020-06-29,,False,False,False,False
7777501,Maria Casanovas Brut de Brut Nature,Maria Casanovas,169.0,750 ml,Glasflaska,,Spanien,"Parellada, Xarel-lo, Macabeo",Ordervaror,False,2026-02-18,,False,True,False,True
7871901,Bisci Metodo Martinotti Extra Brut,Bisci,199.0,750 ml,Glasflaska,,Italien,,Ordervaror,False,2026-01-19,,False,False,False,False
7869601,Telmont Bio Reserve Terre,Remy Cointreau Europe & Mea,839.0,750 ml,Glasflaska,Torrt vitt,Frankrike,,Ordervaror,False,2025-12-22,2021,False,False,False,False
7005201,Trossen Secco Pinot Blanc,Rita & Rudolf Trossen,258.0,750 ml,Lättare glasflaska,Torrt vitt,Tyskland,,Ordervaror,False,2026-01-27,2023,False,True,False,True
7489501,Villa Sandi Prosecco Spumante Brut Il Fresco,Villa Sandi,160.0,750 ml,Glasflaska,,Italien,,Ordervaror,False,2026-01-19,,False,False,False,False
7493001,Colette Bonnet Assemblage 3 Cépages,CHAMPAGNE COLETTE BONNET,647.0,750 ml,Lättare glasflaska,Torrt vitt,Frankrike,"Pinot noir, Chardonnay, Pinot blanc",Ordervaror,False,2026-02-09,2020,False,False,False,False
7193601,Colette Bonnet Pinot Noir,CHAMPAGNE COLETTE BONNET,647.0,750 ml,Lättare glasflaska,Torrt vitt,Frankrike,Pinot noir,Ordervaror,False,2026-02-16,2018,False,False,False,False
7852201,Colette Bonnet Noir Essentiel Extra Brut,CHAMPAGNE COLETTE BONNET,647.0,750 ml,Lättare glasflaska,Torrt vitt,Frankrike,"Pinot noir, Chardonnay, Pinot blanc",Ordervaror,False,2026-02-16,2017,False,False,False,False
7265101,Georges Remy Les Quatre Terroirs Premier Cru Extra Brut,Georges Remy,667.0,750 ml,Glasflaska,Torrt vitt,Frankrike,"Pinot noir, Chardonnay",Ordervaror,False,2026-02-25,,False,False,False,False
7035401,Josep Ventosa 1952 Brut Organic,Celler Josep Ventosa SL,159.0,750 ml,Glasflaska,,Spanien,"Xarel-lo, Macabeo, Parellada",Ordervaror,False,2026-05-18,,False,False,False,False
7874401,Frecciarossa Oltrepò Pavese Metodo Classico Rosé,Frecciarossa S.R.L Societa´Agricola,299.0,750 ml,Glasflaska,Rosé,Italien,Pinot nero,Ordervaror,False,2026-05-25,2022,False,False,False,False
7125001,¡Hola! Mediterráneo Rosé,Barcelona Brands S.L,99.0,750 ml,Glasflaska,Rosé,Spanien,,Ordervaror,False,2026-05-26,,False,True,False,True
7163301,Casa Nero Blanc de Blancs,Quaffable Wines AB,79.0,750 ml,Glasflaska,,Spanien,,Ordervaror,False,2026-06-29,,False,False,False,False
7923701,Tres Vile Rosat Brut Nature Reserva Corpinnat,Celler Viader,239.0,750 ml,Lättare glasflaska,Rosé,Spanien,Pinot noir,Ordervaror,False,2026-06-10,2022,False,False,False,False
7744101,JOMA PetNat Blanc de Blancs,Gerhard Markowitsch,299.0,750 ml,Glasflaska,Torrt vitt,Österrike,,Ordervaror,False,2026-02-23,2023,False,True,False,True
7862301,Rimarts Gran Reserva 40,RICARD M. DE SIMON SA (RIMARTS),335.0,750 ml,Glasflaska,,Spanien,,Ordervaror,False,2026-03-16,2019,False,False,False,False
7862001,Andres und Mugler Blanc de Noir,Andres und Mugler,379.0,750 ml,Glasflaska,Torrt vitt,Tyskland,,Ordervaror,False,2026-03-09,2022,False,False,False,False
7898901,Rimarts Reserva Especial Chardonnay,RICARD M. DE SIMON SA (RIMARTS),429.0,750 ml,Glasflaska,Torrt vitt,Spanien,Chardonnay,Ordervaror,False,2026-03-09,2018,False,False,False,False
7883201,Fiorissimo Spumante Organic,Solera Sweden AB,89.0,750 ml,Lättare glasflaska,,Italien,,Ordervaror,False,2026-04-13,,False,False,False,False
7827501,Descregut Brut Nature Corpinnat,Can Descregut,278.0,750 ml,Glasflaska,Torrt vitt,Spanien,,Ordervaror,False,2026-03-09,2023,False,False,False,False
7157401,La Polda Spumante Rosé,Az.Agricola VIGNA 800,241.0,750 ml,Glasflaska,Rosé,Italien,Corvina,Ordervaror,False,2026-03-11,2024,False,False,False,False
7116404,Codorniu Brut,Raventós Codorniu,49.0,200 ml,Glasflaska,,Spanien,,Ordervaror,False,2026-03-16,,False,False,False,False
7798601,Codorníu Cuvé Barcelona Organic,Raventós Codorniu,135.0,750 ml,Lättare glasflaska,Torrt vitt,Spanien,,Ordervaror,False,2026-03-18,,False,False,False,False
7128801,Gaston Collard Brut,Gaston Collard,607.0,750 ml,Glasflaska,Torrt vitt,Frankrike,"Pinot noir, Chardonnay",Ordervaror,False,2025-05-14,,False,False,False,False
7826901,Carles Andreau Cava Brut Nature,Carles Andreu,189.0,750 ml,Glasflaska,Torrt vitt,Spanien,,Ordervaror,False,2025-06-03,2022,False,False,False,False
9258201,Domaine Vigneau-Chevreau Vouvray Méthode Traditionnelle Extra Brut,Domaine Vigneau-Chevreau,219.0,750 ml,Glasflaska,Torrt vitt,Frankrike,Chenin blanc,Ordervaror,False,2025-08-29,,False,True,False,True
7595601,Christian Binner Scarabee qui Bulle,Domaine Christian Binner,488.0,750 ml,Glasflaska,Torrt vitt,Frankrike,,Ordervaror,False,2025-05-28,2019,False,False,False,False
7801006,Loxarel A Pel Rosé,Loxarel,299.0,1500 ml,Glasflaska,Rosé,Spanien,,Ordervaror,False,2025-12-17,2023,False,False,False,False
7882601,MiauMiau PetNat Rosé Pranzegg,Weingut Pranzegg,299.0,750 ml,Lättare glasflaska,Rosé,Italien,,Ordervaror,False,2025-07-30,2024,False,False,False,False
7013401,8.21 Blanc de Blancs de Chardonnay,Michel Laroche,269.0,750 ml,Glasflaska,Torrt vitt,Frankrike,Chardonnay,Ordervaror,False,2025-08-05,2023,False,False,False,False
7513701,Codorníu Ars Collecta Brut,Codorníu,155.0,750 ml,Glasflaska,,Spanien,"Chardonnay, Parellada, Xarel-lo",Ordervaror,False,2025-08-26,,False,False,False,False
792701,Codorníu Ecológica Brut,Codorníu,129.0,750 ml,Glasflaska,Torrt vitt,Spanien,"Parellada, Xarel-lo",Ordervaror,False,2018-03-01,,False,False,False,False
7712401,Parés Baltà Brut,Parés Baltà,169.0,750 ml,Glasflaska,Torrt vitt,Spanien,,Ordervaror,False,2015-01-02,,False,False,False,False
7028701,Dignitat Cava Brut,Josep Masachs,129.0,750 ml,Glasflaska,Torrt vitt,Spanien,"Macabeo, Parellada, Xarel-lo",Ordervaror,False,2019-02-20,,True,True,False,False
772301,Diebolt-Vallois Prestige Extra Brut,Diebolt-Vallois,509.0,750 ml,Glasflaska,Torrt vitt,Frankrike,Chardonnay,Ordervaror,False,2012-02-13,,False,False,False,False
7360201,Encanto,Iconic Wines,79.0,750 ml,Lättare glasflaska,Torrt vitt,Spanien,,Ordervaror,False,2024-08-07,,False,True,False,True
7746201,Ingrosso Io e te Vino Spumante Extra Dry,Spring Wine & Spirits AB,119.0,750 ml,Glasflaska,Torrt vitt,Italien,Glera,Ordervaror,False,2025-05-05,,False,False,False,False
8791401,Perrier-Jouët Belle Epoque Brut,Perrier-Jouët,1899.0,750 ml,Glasflaska,Torrt vitt,Frankrike,,Ordervaror,False,2004-01-01,2018,False,False,False,False
7357301,Don Simon Seleccion Brut,J Garcia Carrión,69.0,750 ml,Lättare glasflaska,Torrt vitt,Spanien,,Ordervaror,False,2024-02-13,,False,False,False,False
7185601,Castelmare Vino Spumante Blanc de Blancs,Oenoforos,79.0,750 ml,Glasflaska,,Italien,,Ordervaror,False,2026-06-15,,False,False,False,False
7784101,André Legrand Brut,Winepartners Nordic AB,269.0,750 ml,Lättare glasflaska,Torrt vitt,Frankrike,"Chardonnay, Pinot noir",Ordervaror,False,2017-03-01,,False,False,False,False
7758806,Nicolas Brobergière Brut,Urban Wines,599.0,1500 ml,Glasflaska,Torrt vitt,Frankrike,,Ordervaror,False,2025-12-29,,False,False,False,False
5450301,Höga Kusten Brut,Cricova S.A,151.0,750 ml,Glasflaska,Torrt vitt,Moldavien,"Chardonnay, Pinot noir",Ordervaror,False,2021-11-24,,False,False,False,False
731901,Törley Gála Sec,Hungarovin,79.0,750 ml,Lättare glasflaska,Halvtorrt vitt,Ungern,"Fendant, Grüner veltliner, Riesling, Zenit",Ordervaror,False,1998-10-19,,False,False,False,False
7903301,Fruitière Vinicole D’Arbois Crémant du Jura Brut,Fruitiere Vinicole D'Arbois,199.0,750 ml,Glasflaska,Torrt vitt,Frankrike,"Chardonnay, Pinot noir",Ordervaror,False,2025-10-20,,False,False,False,False
7324102,Nicolas Brobergière Brut,Urban Wines,159.0,375 ml,Glasflaska,Torrt vitt,Frankrike,,Ordervaror,False,2026-06-08,,False,False,False,False
7351201,Ponte Villoni Prosecco Extra Dry,Grands Chais de France,96.0,750 ml,Glasflaska,Torrt vitt,Italien,Glera,Ordervaror,False,2025-04-28,,False,False,False,False
602301,Bon Vivant Brut,Roederer Estate/Bon Vivant,119.0,750 ml,Glasflaska,Torrt vitt,USA,"Chardonnay, Pinot noir",Ordervaror,False,2024-12-02,,False,False,False,True
7362901,Vipra Sparkling,Gruppo Italiano Vini,99.0,750 ml,Glasflaska,Torrt vitt,Italien,,Ordervaror,False,2024-06-19,,False,False,False,False
735001,Pierre Peters Cuvée de Réserve,Pierre Peters,509.0,750 ml,Glasflaska,Torrt vitt,Frankrike,Chardonnay,Ordervaror,False,1999-10-04,,False,False,False,False
771901,Charles Mignon Brut Premium Reserve,Champagne Charles Mignon,349.0,750 ml,Glasflaska,Torrt vitt,Frankrike,,Ordervaror,False,2011-09-22,,False,False,False,False
7723101,Örebro Cava,Joan Raventos Rosell,129.0,750 ml,Lättare glasflaska,Torrt vitt,Spanien,,Ordervaror,False,2025-04-09,,False,False,False,False
7312901,Hisingsbubblet,Cava Fonpinet,169.0,750 ml,Glasflaska,Torrt vitt,Spanien,,Ordervaror,False,2024-05-14,,False,True,False,True
5807101,Karlstadbubblet,Pere Olivella Galimany,169.0,750 ml,Glasflaska,Torrt vitt,Spanien,,Ordervaror,False,2023-02-28,,False,False,False,True
7491301,Krone Borealis Cuvée Brut,Twee Jonge Gezellen Estate,149.0,750 ml,Glasflaska,Torrt vitt,Sydafrika,"Chardonnay, Pinot noir, Pinot blanc",Ordervaror,False,2018-10-29,2024,False,False,False,False
764904,Chapel Hill Blanc de Blancs Chardonnay,Balatonboglár Winery,39.0,200 ml,Lättare glasflaska,Torrt vitt,Ungern,Chardonnay,Ordervaror,False,2006-10-02,,False,False,False,False
7517801,Växjöbubblet Cava Fonpinet,Cava Fonpinet,169.0,750 ml,Glasflaska,Torrt vitt,Spanien,"Macabeo, Parellada, Xarel-lo",Ordervaror,False,2025-10-21,,False,False,False,False
754601,André Clouet Silver Brut Nature,André Clouet,399.0,750 ml,Glasflaska,Torrt vitt,Frankrike,Pinot noir,Ordervaror,False,2012-09-17,,False,False,False,False
2008401,Freixenet Elyssia Pinot Noir,Commercial Groupo Freixenet,129.0,750 ml,Glasflaska,Rosé,Spanien,Pinot noir,Ordervaror,False,2024-06-01,,False,False,False,False
7751201,Uppsalabubblet Cava Fonpinet,Cava Fonpinet,169.0,750 ml,Glasflaska,Torrt vitt,Spanien,,Ordervaror,False,2025-02-11,,False,False,False,False
7907201,Halmstadbubblet,Cava Fonpinet,169.0,750 ml,Glasflaska,Torrt vitt,Spanien,,Ordervaror,False,2025-02-11,,False,False,False,False
7348201,Varbergsbubblet,Cava Fonpinet,169.0,750 ml,Glasflaska,Torrt vitt,Spanien,,Ordervaror,False,2025-02-12,,False,False,False,False
7372902,Jaume Serra Cava Brut Nature,Jaume Serra,57.0,375 ml,Lättare glasflaska,Torrt vitt,Spanien,"Macabeo, Parellada, Xarel-lo",Ordervaror,False,2024-06-24,,False,False,False,False
5809001,Karlskronabubblet Pere Olivella Galimany Brut,Pere Olivella Galimany,169.0,750 ml,Lättare glasflaska,Torrt vitt,Spanien,,Ordervaror,False,2022-10-03,,False,False,False,False
5809101,Östersundbubblet Pere Olivella Galimany Brut,Pere Olivella Galimany,169.0,750 ml,Glasflaska,Torrt vitt,Spanien,,Ordervaror,False,2023-02-28,,False,False,False,False
796001,Champagne Charles Ellner Grande Réserve,Charles Ellner,349.0,750 ml,Glasflaska,Torrt vitt,Frankrike,"Chardonnay, Pinot noir",Ordervaror,False,2022-03-01,2016,False,False,False,False
5523306,Mionetto Prosecco Brut,Mionetto SPA,259.0,1500 ml,Glasflaska,Torrt vitt,Italien,Glera,Ordervaror,False,2022-02-07,,False,False,False,False
760202,Louis Roederer Collection 247,Louis Roederer,319.0,375 ml,Glasflaska,Torrt vitt,Frankrike,"Chardonnay, Pinot meunier, Pinot noir",Ordervaror,False,1998-05-04,,False,False,False,False
7550701,Wi Sjåssum Baron Maxime,Boisset Effervescence,170.0,750 ml,Lättare glasflaska,Torrt vitt,Frankrike,,Ordervaror,False,2024-10-21,,False,False,False,False
227001,Hattingley Valley Classic Reserve,Hattingley Valley,359.0,750 ml,Glasflaska,Torrt vitt,Storbritannien,,Ordervaror,False,2023-12-01,,False,False,False,False
5751201,High On Love Pink Bubbles Prosecco Extra Brut,Antonio Facchin & Figli,240.0,750 ml,Glasflaska,Rosé,Italien,"Glera, Pinot nero",Ordervaror,False,2023-08-14,2025,False,False,False,False
774301,Freixenet Carta Nevada,Freixenet,125.0,750 ml,Glasflaska,Halvtorrt vitt,Spanien,"Macabeo, Parellada, Xarel-lo",Ordervaror,False,1994-01-17,,False,False,False,False
775104,Henkell Trocken,Henkell,39.0,200 ml,Glasflaska,Torrt vitt,Tyskland,,Ordervaror,False,1990-01-01,,False,False,False,False
7244301,Trollhättanbubblet Cava Fonpinet,Cava Fonpinet,169.0,750 ml,Glasflaska,Torrt vitt,Spanien,"Macabeo, Parellada, Xarel-lo",Ordervaror,False,2025-10-21,,False,False,False,False
7663301,Skövdebubblet Cava Fonpinet,Cava Fonpinet,169.0,750 ml,Glasflaska,Torrt vitt,Spanien,"Macabeo, Parellada, Xarel-lo",Ordervaror,False,2025-10-21,,False,False,False,False
7189201,Albino Armani Prosecco,Cantina Vini Armani A. Srl,119.0,750 ml,Glasflaska,Torrt vitt,Italien,Glera,Ordervaror,False,2025-10-21,,False,False,False,False
7793101,Armand de Brignac Brut Gold,Armand de Brignac,3009.0,750 ml,Glasflaska,Torrt vitt,Frankrike,"Chardonnay, Pinot noir, Pinot meunier",Ordervaror,False,2013-07-01,,False,False,False,False
7771102,Deutz Brut Classic,Deutz,329.0,375 ml,Lättare glasflaska,Torrt vitt,Frankrike,"Chardonnay, Pinot meunier, Pinot noir",Ordervaror,False,2013-12-02,,False,False,False,False
7240201,Norra Vångas bryggeri Sparkling Rosé,Lugugnana di Portogruaro,128.0,750 ml,Glasflaska,Rosé,Italien,,Ordervaror,False,2026-02-02,,False,False,False,True
7517201,Strömstadbubblet,Cava Fonpinet,179.0,750 ml,Glasflaska,Torrt vitt,Spanien,"Macabeo, Parellada, Xarel-lo",Ordervaror,False,2026-03-23,,False,False,False,False
7729901,Zonin Prosecco 1821,Zonin,139.0,750 ml,Glasflaska,Torrt vitt,Italien,Glera,Ordervaror,False,2010-09-01,,False,False,False,False
775501,Bollinger Rosé,Bollinger,839.0,750 ml,Glasflaska,Rosé,Frankrike,"Pinot noir, Chardonnay, Pinot meunier",Ordervaror,False,2010-11-01,,False,False,False,False
7735501,Villa Clara Brut,Sarral i Secció de Crèdit,105.0,750 ml,Glasflaska,Torrt vitt,Spanien,,Ordervaror,False,2010-12-01,,False,False,False,False
7310601,Racines Grande Reserve Chardonnay,Racines Wine,669.0,750 ml,Glasflaska,,USA,Chardonnay,Ordervaror,False,2024-05-22,2018,False,False,False,False
7366001,G.H. Martel Brut Blanc de Blancs,Champagne G.H. Martel,399.0,750 ml,Glasflaska,Torrt vitt,Frankrike,Chardonnay,Ordervaror,False,2024-06-05,,False,False,False,False
7452901,Akenta Spumante Extra Dry Vermentino Santa Maria La Palma,Cantina Santa Maria La Palma,179.0,750 ml,Glasflaska,,Italien,Vermentino,Ordervaror,False,2024-08-19,2025,False,False,False,False
5707501,Driant-Valentin Millésime Brut,Champagne Driant-Valentin,649.0,750 ml,Glasflaska,Torrt vitt,Frankrike,,Ordervaror,False,2022-05-18,2007,False,False,False,False
5728001,Sagolika Söderköping,Jacob Gerhardt,150.0,750 ml,Lättare glasflaska,Torrt vitt,Tyskland,,Ordervaror,False,2022-06-07,,False,False,False,False
5838501,Pongrácz Blanc de Blancs Brut,Bergkelder/Distell,172.0,750 ml,Glasflaska,Torrt vitt,Sydafrika,Chardonnay,Ordervaror,False,2022-09-21,,False,False,False,False
9010701,Kung Fu PetNat Rosé,TINAL WINE CO SAS/Riccitelli Wines,249.0,750 ml,Glasflaska,Rosé,Argentina,"Malbec, Pinot noir",Ordervaror,False,2023-03-31,2022,False,False,False,False
5963801,Café de Paris Brut,Cordier,99.0,750 ml,Lättare glasflaska,Torrt vitt,Frankrike,,Ordervaror,False,2023-01-10,,False,True,False,True
5282502,Palmer & Co Rosé Solera,Palmer & Co,299.0,375 ml,Glasflaska,Rosé,Frankrike,,Ordervaror,False,2021-07-12,,False,False,False,False
5590701,Osby Champagne Grand Cru Extra Brut Millisime,Sadi Malot Champagne,807.0,750 ml,Lättare glasflaska,Torrt vitt,Frankrike,Chardonnay,Ordervaror,False,2022-03-02,2021,False,False,False,False
5615501,Perrier Jouët Blanc de Blancs Brut,Champagne Perrier-Jouët,849.0,750 ml,Glasflaska,Torrt vitt,Frankrike,,Ordervaror,False,2022-03-08,,False,False,False,False
7696801,Freixenet ICE Cuvée Especial,Commercial Groupo Freixenet,149.0,750 ml,Glasflaska,Halvtorrt vitt,Spanien,,Ordervaror,False,2017-06-12,,False,False,False,False
5151501,Stringhetta Rosato Sparkling Extra Dry,Stringhetta Societa Agricola,162.0,750 ml,Lättare glasflaska,Rosé,Italien,"Pinot nero, Glera",Ordervaror,False,2023-06-05,,False,False,False,False
5326701,Mirco Mariotti Smarazen,Mirco Mariotti,232.0,750 ml,Lättare glasflaska,,Italien,,Ordervaror,False,2023-08-07,,False,False,False,False
5708301,Mirco Mariotti Set e Mez,Mirco Mariotti,232.0,750 ml,Glasflaska,,Italien,,Ordervaror,False,2023-06-27,,False,False,False,False
7173101,Famille Antech Crémant de Limoux Eugénie Extra Brut,Maison Antech,199.0,750 ml,Glasflaska,Torrt vitt,Frankrike,"Chardonnay, Chenin, Mauzac",Ordervaror,False,2020-05-19,2023,False,False,False,False
7629801,Chaléroux-Ghys Grand Cru Millésime Brut,Chaléroux-Ghys,599.0,750 ml,Glasflaska,Torrt vitt,Frankrike,Chardonnay,Ordervaror,False,2020-09-09,2018,False,False,False,True
7450101,ÖrebroBubblet,Pere Olivella Galimany,169.0,750 ml,Glasflaska,Torrt vitt,Spanien,,Ordervaror,False,2020-11-23,,False,False,False,False
7926401,François Martenot Crémant de Bourgogne Rosé Brut,Francois Martenot,149.0,750 ml,Glasflaska,Rosé,Frankrike,"Chardonnay, Pinot noir, Gamay",Ordervaror,False,2020-11-30,2023,False,False,False,False
5023802,Gosset Grand Rosé Brut,Champagne Gosset,499.0,375 ml,Glasflaska,Rosé,Frankrike,,Ordervaror,False,2021-02-08,,False,False,False,False
5068501,Mariefred Champagne Mathelin L'Orée des Chênes Brut,Champagne Mathelin,480.0,750 ml,Lättare glasflaska,Torrt vitt,Frankrike,"Chardonnay, Pinot meunier, Pinot noir",Ordervaror,False,2021-03-22,,False,False,False,False
742202,Taittinger Brut Réserve,Taittinger,299.0,375 ml,Glasflaska,Torrt vitt,Frankrike,"Chardonnay, Pinot noir, Pinot meunier",Ordervaror,False,1998-09-07,,False,False,False,False
7598001,Strängnäs Mathelin Brut Réserve,Champagne Mathelin,470.0,750 ml,Lättare glasflaska,Torrt vitt,Frankrike,"Pinot meunier, Pinot noir, Chardonnay",Ordervaror,False,2018-10-22,,False,False,False,False
8730609,Veuve Clicquot Brut,Veuve Clicquot,9469.0,6000 ml,Glasflaska,Torrt vitt,Frankrike,,Ordervaror,False,1999-02-01,,False,False,False,False
7791501,Mia Pink Sparkling Moscato,Freixenet,97.0,750 ml,Glasflaska,Rosé,Spanien,,Ordervaror,False,2015-12-01,,False,False,False,False
7796201,Fürst von Metternich Riesling Sekt Trocken,Fürst von Metternich,119.0,750 ml,Glasflaska,Torrt vitt,Tyskland,Riesling,Ordervaror,False,2015-12-01,,False,False,False,False
772306,Diebolt-Vallois Prestige Extra Brut,Diebolt-Vallois,1249.0,1500 ml,Glasflaska,Torrt vitt,Frankrike,,Ordervaror,False,2016-01-02,,False,False,False,False
7076504,JP Chenet ICE Sparkling,Les Grands Chais de France,49.0,200 ml,Glasflaska,Halvtorrt vitt,Frankrike,,Ordervaror,False,2016-02-01,,False,False,False,False
